name,entity_type
ocean_boundary,Natural_Feature
paredon_creek,Natural_Feature
proposition_26,Legal
public_trust_doctrine,Legal
recital_a_119,Legal
recital_b_110,Legal
recital_b_113,Legal
recital_b_114,Legal
resolution_0001,Legal
rincon_point,Geographic_Unit
sustainable_groundwater_management_act_107258b,Legal
secondary_maximum_contaminant_level,Technical
storage_unit_no_2,Nonsense
san_diego_county,County
section_10730,Legal
section_10927,Legal
section_133,Legal
section_22,Legal
section_2_of_article_x,Legal
section_31,Legal
section_323,Legal
section_33,Legal
section_3526,Legal
section_55,Legal
section_5_4451_attainment_of_monitoring_objectives_and_other_requirements_35434,Legal
section_610_limitations,Legal
section_69,Legal
section_7_section_78,Legal
section_932a,Legal
sentinel_monitoring_well_network_expansion,Water_Project
sentinel_well_network_expansion,Water_Project
sespe_formations,Natural_Feature
southern_california,Geographic_Unit
storage_unit,Geographic_Unit
bureau_of_reclamation,Federal_Gov
carpinteria_valley_water_district_el_caro_well,Infrastructure
carpinteria_gsa_board_of_directors,Group
joint_exercise_of_powers_act,Legal
watersheds_coalition_of_ventura_county_irwm_plan,Legal
water_agency,District
water_quality_control_plan,Legal
theis,Person
this_data_management_plan,Reference
us_geological_survey_water_resources,Federal_Gov
wastewater_treatment_plant,Infrastructure
water_year,Technical
water_code_section_107274,Legal
water_code_section_107205,Legal
a_groundwater_sustainability_agency,GSA
a_joint_exercise_of_powers_agreement,Legal
et_al,Nonsense
msl,Technical
spills_leaks_investigations_cleanup_sustainable_management_criterion,Legal
basin_aquifer,Basin
california_statewide_groundwater_elevation_monitoring_program,Data_System
california_constitution,Legal
carpinteria_regulating_reservoir,Infrastructure
carpinteria_river_basin,Basin
central_coast_water_authority,District
confined_area_of_basin,Geographic_Unit
d_zone,Geographic_Unit
executive_summary,Reference
gsa_groundwater_sustainability_public_advisory_committee,Group
groundwater_management_plan,Legal
montecito_basin,Basin
national_geodetic_survey,Federal_Gov
national_research_council,Research
plan_263264,Legal
ralph_m_brown_act,Legal
sentinel_well_project,Water_Project
south_coast_conduit,Infrastructure
this_groundwater_sustainability_plan,Legal
10721x,Legal
10721x_of,Legal
116275_of_the_health_and_safety_code,Legal
148_section_3532,Legal
21l1,Nonsense
23h7,Nonsense
24f7,Nonsense
24g2,Nonsense
25n5,Nonsense
26a1,Nonsense
26c1,Nonsense
27f2,Nonsense
28f7,Nonsense
29d8,Nonsense
2nd,Nonsense
35414_hydrogeological_conceptual_model,Legal
35414b4b,Legal
35414b4e,Legal
35422_et_seq,Legal
35424_of_the_sustainable_groundwater_management_act_regulations,Legal
35426_d,Legal
35426a,Legal
35428_minimum_thresholds,Legal
35428b1,Legal
35436b1,Legal
35440_reporting_monitoring_data,Legal
35442_and,Legal
35444b1b,Legal
35a3,Nonsense
35e1,Nonsense
4463_assessment,Legal
5525_relevant,Nonsense
assembly_bill_350,Legal
automated_non_contact_hydrologic_observations_in_rivers,Data_System
assessor_parcel_number,Technical
article_3,Legal
a_critical_recovery_action,Water_Project
act,Legal
administrative,Nonsense
agricultural_order_no_2017_0002,Legal
agricultural_order_no_2021_0040,Legal
agricultural_order_no_r3_2021_0040,Legal
anderson,City
appendix_g_carpinteria_groundwater_basin_groundwater_sustainability_plan,Reference
aquifer_c,Natural_Feature
aquifer_unit,Natural_Feature
aquifer_unit_b,Natural_Feature
arcgis,Data_System
arroyo_paredon_creeks,Natural_Feature
arroyo_parida,Natural_Feature
arroyo_parida_creek,Natural_Feature
article_1,Legal
article_10,Legal
article_11,Legal
article_16,Legal
article_17,Legal
article_4,Legal
article_5_plan,Legal
as,Nonsense
assembly_bill,Legal
bcg,Nonsense
best_management_practice,Water_Project
b_zone,Geographic_Unit
baja_california,Geographic_Unit
barbara_county_board_of_supervisors,Local_Gov
barbara_county_board_of_supervisors_urgency_ordinance_no,Local_Gov
barbara_county_department_of_public_health_environmental_health_services,Local_Gov
barlow,Person
baseline,Technical
basin_and_plan,Nonsense
bauer,Person
board_of_supervisors,Local_Gov
bondy_groundwater_consulting,Consultant
bondy_groundwater_consulting_inc,Consultant
boughton,Person
cachuma_dam,Infrastructure
brown,Person
brown_act,Legal
bylaws_of_the,Legal
c,Nonsense
california_code_of_regulations,Legal
california_code_of_regulations_35416g,Legal
california_code_of_regulations_3564,Legal
carpinteria_groundwater_sustainability_agency_board,GSA
casitas_municipal_water_district_urban_water_management_plan,Water_Project
carpinteria_valley_water_district_34,District
carpinteria_valley_water_district_gsa,GSA
carpinteria_valley_water_district_high_school,District
carpinteria_valley_water_district_urban_water_management_plan,Reference
cachuma_lake,Natural_Feature
caltrans,State_Gov
cal_code_regs,Legal
california_comeback_plan,Legal
california_court_of_appeal,State_Gov
california_department_of_water_resource,State_Gov
california_department_of_water_resources_interferometric_synthetic_aperture_radar,Data_System
california_irrigation_management_information_center,State_Gov
california_natural_diversity_database,Data_System
california_propositions_13_218,Legal
california_state_revolving_fund,State_Gov
california_water_code_10721,Legal
california_water_code_10721x,Legal
california_water_code_10723_et_seq,Legal
california_water_code_107262,Legal
california_water_code_107274,Legal
california_water_code_10733,Legal
california_water_code_30000_et_seq,Legal
california_water_efficiency_partnership,NGO
california_s_groundwater,Legal
carp,City
carp_gsa_datashare_consultants,Consultant
carpinteria_ave,Infrastructure
carpinteria_creeks,Natural_Feature
carpinteria_general_plan,Reference
carpinteria_groundwater_basin_groundwater_sustainability_plan1,Basin
carpinteria_valley_watershed_project,Water_Project
carpinteria_district,District
casitas_water_district_tie,District
central_coast_quality_control,State_Gov
central_coast_water_boards,State_Gov
chapter_335,Reference
chapter_34b,Reference
chapter_5_of_division_7_of_title_1_of_the_government_code,Legal
chapter_5_of_the_gsp,Reference
chuck,Person
city_county,Local_Gov
city_county_utility,Local_Gov
coast_water_authority_extension,District
consultants_inc,Consultant
control_board,State_Gov
control_board_division_of_drinking_water_and_us,State_Gov
cooper_s_hawk,NGO
council,Local_Gov
county_department_of_environmental_health_services,Local_Gov
county_water_agency_act,Legal
criddle,Person
disadvantaged_community,Geographic_Unit
dwr_best_management_practices,Legal
dwr_climate_change,Data_System
dwr_climate_change_guidance,Legal
dwr_stream_classification,Legal
darcy_s_law,Technical
dennis_gibbs,Person
department_of_pesticide_regulations,State_Gov
disconnected_stream,Natural_Feature
division_6,Legal
ec2,Infrastructure
ec_2,Infrastructure
ec_2_wells,Infrastructure
ert01,Technical
ert01_aquifer_unit_a,Geographic_Unit
ert01_electrical_resistivity_tomography02,Data_System
ert02,Data_System
ert03_to,Nonsense
ert04,Data_System
electrical_resistivity_tomography_page_13,Reference
es3,Nonsense
es7,Infrastructure
endangered_species_act,Legal
each_sentinel_well,Infrastructure
eighth_street,Infrastructure
el_caro_2,Infrastructure
el_caro_park,Infrastructure
el_caro_well,Infrastructure
el_carro_2,Infrastructure
el_carro_monitor,Infrastructure
el_carro_no,Infrastructure
element_location,Nonsense
endangered_species,Natural_Feature
environmental_health_services_division,Local_Gov
environmental_law_foundation,NGO
evenson,Person
excel,Nonsense
executive_order_n7_22,Legal
federal_state_or,Nonsense
foundation,Nonsense
california_groundwater_ambient_monitoring_and_assessment,Data_System
gsp_advisory_committee,Group
gsp_emergency_regulations,Legal
gage_no_208,Nonsense
geoexplorer_7x,Nonsense
geotracker_groundwater_ambient_monitoring_and_assessment_program,Data_System
geotechnical,Nonsense
global_navigation_satellite_system,Technical
goebel_et_al,Person
goslin,Person
government_code,Legal
government_code_section_53601,Legal
government_code_section_54956_84,Legal
government_code_section_6500,Legal
government_code_section_65035,Legal
government_code_section_6507,Legal
government_code_section_6509,Legal
groundwater,Technical
groundwater_assessment_fee,Legal
groundwater_dependent_ecosystems,Natural_Feature
groundwater_monitoring_network,Data_System
groundwater_sustainability_agency_data_management_plan_data_needs_data,Reference
groundwater_sustainability_agency_data_management_plan_data_quality_control_data_quality_objectives,Reference
groundwater_sustainability_plans,Reference
guo,Person
hg_thomasson,Person
huc_12,Geographic_Unit
indirect_potable_reuse,Water_Project
in,Nonsense
intertie,Infrastructure
california_irrigated_lands_regulatory_program,Legal
ivan_van_wingerden,Person
je,Nonsense
johnson_screens,Company
keary,Person
kim_jones,Person
konikow,Person
land_iq_llc,Company
langevin,Person
leake,Person
local_agency_investment_fund,Data_System
lompoc,City
million_gallons_per_day,Technical
measurable_objective,Technical
modflow_multi_node_well_package,Data_System
modflow_recharge,Data_System
minimum_threshold,Technical
monitoring_networks,Data_System
monterey,City
monterey_formation,Natural_Feature
montgomery_associates_inc,Consultant
montgomery_and_associates,Consultant
morro_bay,City
municipal_water_district,District
navd88,Technical
national_marine_fisheries_service_5_year_review,Legal
national_marine_fisheries_service_biological_opinion,Legal
national_environmental_policy_act,Legal
natural_resources_conservation_3,State_Gov
niswonger_et_al,Person
no_project,Nonsense
noon_peak,Technical
oakland,City
ocean,Natural_Feature
offshore_flows,Natural_Feature
outflow,Technical
oxnard,City
parameter_estimation_and_uncertainty_analysis,Technical
pueblo_water_resources_inc_5,Company
pacific_surveys_llc,Company
padre_associates,Consultant
page,Person
palustrine,Natural_Feature
paragraph_9_of,Reference
paragraph_9_of_governor_newsom_s_executive_order_n7_22,Legal
paredon,City
part_26_of_division_6,Legal
part_28_of_division_6_of_the_water_code,Legal
pete,Person
plan_354,Legal
plan_3548,Legal
plan_f_elements,Legal
powerpoint,Nonsense
pozzo_ranch,Company
preamble,Reference
proposition_13,Legal
proposition_68,Legal
protocol_for_data_entry_and_requests_gsi,Legal
public_land_survey_system,Data_System
public_notice_process,Legal
public_works_department,Local_Gov
pueblo_2022,Legal
pueblo_water,Company
quality_control,Technical
res2dinv,Data_System
representative_monitoring_site_water_and_environment,Data_System
regional_water_quality_control_board_basin_plan,Legal
raftelis,Consultant
recharge,Water_Project
recital_c,Legal
regional_water,Legal
relevant_federal_state,Legal
reynolds,Person
rick_shade,Person
rincon_island,Geographic_Unit
rincon_station,Infrastructure
riverine,Natural_Feature
robert_abbott,Person
sc,Nonsense
southern_california_steelhead_recovery_plan,Legal
sustainable_groundwater_management_act_101,Legal
sustainable_groundwater_management_act_gsp_regulation_35444_c,Legal
sustainable_groundwater_management_act_implementation,Legal
sustainable_groundwater_management_act_regulation,Legal
sustainable_groundwater_management_act_regulation_35444,Legal
sustainable_groundwater_management_act_regulations,Legal
sustainable_groundwater_management_act_regulations_35428c2,Legal
spills_leaks_investigations_cleanup,Legal
smcs_section_58,Legal
scripps_orbit_and_permanent_array_center,Research
stare_water_resources_control_board_division_of_drinking_water,State_Gov
san_diego,City
san_francisco,City
san_mateo,County
sandy,Nonsense
santa,Nonsense
santa_barbara_water_wise_program,Water_Project
santa_monica_creeks,Natural_Feature
scott_van_der_kar,Person
seawater_intrusion,Natural_Feature
section_1,Legal
section_10610,Legal
section_10720_seq,Legal
section_10722,Legal
section_10800,Legal
section_10920,Legal
section_116275_of_the_health_and_safety_code,Legal
section_121,Legal
section_12924,Legal
section_142,Legal
section_17983,Legal
section_189,Legal
section_2226_for,Legal
section_223_of_this,Legal
section_251,Legal
section_252,Legal
section_253,Legal
section_313,Legal
section_3133,Legal
section_32,Legal
section_321,Legal
section_327_to_sustainability_plan,Legal
section_332,Legal
section_3321,Legal
section_333,Legal
section_334,Legal
section_342,Legal
section_3524_180203_331332,Legal
section_35418,Legal
section_35418c2a,Legal
section_35422,Legal
section_35426_35430,Legal
section_35426b2,Legal
section_35428,Legal
section_35428c1,Legal
section_35428c2,Legal
section_35428c4,Legal
section_3_page,Legal
section_3_of_this,Legal
section_41231,Legal
section_42212,Legal
section_44,Legal
section_443,Legal
section_444,Legal
section_446,Legal
section_46,Legal
section_4_na,Legal
section_4_page_4_11,Legal
section_51,Legal
section_510,Legal
section_52,Legal
section_551,Legal
section_552,Legal
section_57,Legal
section_571,Legal
section_574,Legal
section_583,Legal
section_5_6148_legal_authority,Legal
section_60,Legal
section_631,Legal
section_635,Legal
section_64,Legal
section_641,Legal
section_67,Legal
section_68,Legal
section_6_na,Legal
section_6_projects,Legal
section_7,Legal
section_71,Legal
section_78,Legal
section_8,Legal
section_91,Legal
sections_3,Legal
sections_326,Legal
sections_46,Legal
sections_616_through_613,Legal
sections_632,Legal
sections_66,Legal
senate_bill_x7_6,Legal
sentinel_monitoring_well,Infrastructure
sentinel_well_monitoring_network,Data_System
sentinel_well_network,Data_System
serena,Nonsense
sespe_formation,Natural_Feature
shade,Person
shepard_mesa,Geographic_Unit
shepherd_mesa,Geographic_Unit
sisquoc_formation,Natural_Feature
smille,Nonsense
sources_of_drinking_water_policy,Legal
southern_california_steelhead,Natural_Feature
st_paul,City
state_board_order,Legal
state_department_of_water_resources,State_Gov
state_water_resources,State_Gov
state_water_resources_control,State_Gov
states_department_of_agriculture,State_Gov
storage_unit_2,Infrastructure
subarticle_2_basin_setting_35412,Legal
subarticle_4_monitoring_networks_35432,Legal
subarticle_2_of_article_5,Legal
sullwold,Person
summerland,City
superior_court,Local_Gov
survey_geographic_service_database,Data_System
board_of_storage_unitpervisors,Nonsense
tre_altamira,Company
texas_water_resources_institute,Research
tecolote,City
teir_2,Nonsense
texas_am_university,Research
2016,Nonsense
basin_groundwater_monitoring_program,Data_System
blaney_curve,Technical
carpinteria_agricultural_overlay_district,Geographic_Unit
carpinteria_groundwater_basin_basin_plan,Reference
carpinteria_salt_marsh_preserve,Natural_Feature
central_coast_regional_water_quality_control_board,State_Gov
city_of_carpinteria_general_plan,Reference
communication_and_engagement_plan,Reference
el_estero_salt_marsh,Natural_Feature
groundwater_recharge_plan,Legal
groundwater_report,Reference
lyons_well,Infrastructure
sampling_and_analysis_plan,Legal
sentinel_monitoring_well_network_expansion_project,Water_Project
urban_water_management_plan_act,Legal
ventura_county_2040,Legal
ventura_county_general_plan,Legal
water_use_efficiency,Legal
well_completion_report_database,Data_System
well_registration_and_well_meter_installation_programs,Legal
lntertie_project,Water_Project
theim,Nonsense
this_joint_exercise_of_powers_agreement,Legal
thornton,City
tim_nicely,Person
trimble,Company
department_of_agriculture,State_Gov
bureau_of_reclamation_title,Federal_Gov
us_postal_service,Federal_Gov
united_states_geological_survey,Federal_Gov
vaqueros_formation,Natural_Feature
ventura_county_board_of_supervisors,Local_Gov
ventura_river,Natural_Feature
ventura_river_watershed,Natural_Feature
via_real,Infrastructure
watersheds_coalition_of_ventura_county,NGO
water_year_1978,Nonsense
water_year_2020,Nonsense
water_board,Local_Gov
water_code_10722_et_seq,Legal
water_code_107274l,Legal
water_code_section,Legal
water_code_section_10721x,Legal
water_code_section_107234,Legal
water_code_section_10728,Legal
water_code_section_107336,Legal
water_code_sections,Legal
water_code_section_107232,Legal
water_code_section_10732,Legal
water_district,District
woessner,Person
woodard_and_curran,Consultant
word,Nonsense
a_board_of_directors,Group
a_gsp_stakeholder_advisory_committee,Group
a_groundwater_management_plan,Legal
a_groundwater_monitoring_program,Water_Project
a_groundwater_sustainability_plan,Legal
a_groundwater_sustainability_public_advisory_committee,Group
a_joint_powers_agreement,Legal
a_recycled_water_facilities_plan,Legal
a_special_project,Water_Project
a_technical_coordination_committee,Group
a_water_supply_agreement,Legal
a_water_well_permit,Legal
central_basin,Basin
de_groot_hedlin_and_constable,Consultant
each_groundwater_sustainability_plan,Reference
empowers_local,Nonsense
for_total_dissolved_solids,Nonsense
has_imaged,Nonsense
inches,Nonsense
is_already,Nonsense
is_imaging,Nonsense
is_important,Nonsense
saltmarsh,Nonsense
section_3322,Legal
2020,Nonsense
ab3030_groundwater_management_plan,Legal
a_through_c_zones,Geographic_Unit
a_to_d_zones,Geographic_Unit
agricultural_water_conservation_act,Legal
agricultural_water_management_planning_act,Legal
basin_hydrogeologic_conceptual_model,Data_System
basin_are,Nonsense
carpinteria_groundwater_basin_sentinel_well_project,Water_Project
carpinteria_groundwater_sustainability_agency_board_of_directors,GSA
carpinteria_sanitary_district_wastewater_treatment_plant,Infrastructure
california_agricultural_water_management_planning_act,Legal
california_legislature,State_Gov
california_state_treasurer,State_Gov
calle_ocho_footbridge,Infrastructure
carpinteria_basin_gsp,Reference
carpinteria_basin_groundwater_sustainability_agency,GSA
carpinteria_community_library,Company
carpinteria_fault,Natural_Feature
carpinteria_gsa_committee,Group
carpinteria_gsa_technical_coordination_committee,Group
carpinteria_gsp,Reference
carpinteria_groundwater_basin_gsp,Reference
carpinteria_groundwater_basin_model,Data_System
carpinteria_wastewater_treatment_plant,Infrastructure
carpinteria_and,Nonsense
central_coast_ambient_monitoring_program,Data_System
central_coast_basin,Basin
central_coastal_basin,Basin
central_and_southern_coast,Geographic_Unit
channel_islands,Geographic_Unit
city_of_carpinteria_city_council,Local_Gov
city_of_carpinteria_creeks_preservation_program,Water_Project
civil_code,Legal
coastal_branch_aqueduct,Infrastructure
colorama_nursery,Company
comprehensive_plan,Legal
conception_coast,Natural_Feature
confined,Nonsense
confined_zone,Geographic_Unit
dwr_water_budget_best_management_practice,Legal
dwr_well_completion_report_database,Data_System
draft_groundwater_sustainability_plan,Reference
el_carro_park_monitoring_wells,Infrastructure
environmental_impact_report,Legal
european_space_agency,Federal_Gov
executive_order,Legal
fee_study_report,Reference
gsa_board_of_directors,Group
gsa_committee,Group
gsp_regulations,Legal
gaviota_coast,Natural_Feature
governor_s_executive_order,Legal
groundwater_resources_section,State_Gov
irrigation_technology_center,Research
linden_avenue,Infrastructure
los_padres_national_forest,Natural_Feature
marks_roos_local_bond_pooling_act,Legal
nonpoint_source_management_plan,Legal
oxnard_plain,Geographic_Unit
political_reform_act_of_1974,Legal
public_draft,Reference
public_records_act,Legal
robles_canal,Infrastructure
surface_water_ambient_monitoring_program_data_dashboard,Data_System
santa_barbara_channel,Natural_Feature
santa_barbara_county_irwm_plan,Legal
santa_barbara_county_public_health_department,Local_Gov
santa_barbara_county_public_works_department,Local_Gov
santa_barbara_golf_club,Infrastructure
santa_ynez_river,Natural_Feature
santa_ynez_water_conservation_district,District
seawater_barrier_project,Water_Project
smille_well,Infrastructure
southern_california_steelhead_dps,NGO
state_policy_for_water_quality_control,Legal
state_water_code,Legal
sustainable_groundwater_management_act_of_2014,Legal
technical_committee,Group
tecolote_tunnel,Infrastructure
toro_canyon_area,Geographic_Unit
transverse_range_geomorphic_province,Geographic_Unit
us_fish_and_wildlife_service,Federal_Gov
unconfined_area,Geographic_Unit
united_states,Federal_Gov
urban_water_management_planning_act,Legal
urgency_ordinance,Legal
ventura_county_public_works_agency,Local_Gov
well_registration_and_well_meter_installation_program,Water_Project
younger_alluvium,Natural_Feature
these_sentinel_wells,Infrastructure
under_section_67,Legal
big_valley_groundwater_basin,Basin
big_valley_gsa,GSA
county_of_lassen_gsa,GSA
county_of_modoc_gsa,GSA
big_valley_groundwater_basin_advisory_committee,Group
bieber,City
groundwater_sustainability_agency,GSA
lassen_county,County
water_availability_analysis,Technical
adin,City
modoc_county,County
shasta_dam,Infrastructure
lassen,Geographic_Unit
pit_river,Natural_Feature
ash_creek,Natural_Feature
modoc,County
association_of_california_water_agencies,NGO
albaugh,Person
lookout,City
delta,Natural_Feature
state_board,State_Gov
nc,State_Gov
geologic_survey,Federal_Gov
aaron,Person
big_valley_basin,Basin
canby,City
wtr_budget,Data_System
geothermex,Consultant
bureau_of_land_management,Federal_Gov
forest_service,Federal_Gov
nubieber,City
round_valley,Geographic_Unit
chapter_9,Reference
agmar,Group
chapter_5,Reference
lassen_county_board_of_supervisors,Local_Gov
roberts_reservoir,Infrastructure
valley,Basin
allen_camp_dam,Infrastructure
state_water_resources_control_boards_division_of_drinking_water,State_Gov
chapter_6,Reference
general_plan,Legal
modoc_county_board_of_supervisors,Local_Gov
agency,GSA
lassen_county_groundwater_management_plan,Reference
willow_creek,Natural_Feature
alturas,City
big_valley_water_users_association,Group
barber_ridge,Geographic_Unit
butte_college,Research
dam,Infrastructure
doreen_smithpower,Person
groundwater_ambient_monitoring_and_assessment_program,Data_System
interferometric_synthetic_aperture_radar_a_technology_used_to_detect_subsidence,Technical
mcarthur,City
mediterranean,Natural_Feature
stadtler,Person
willow,Person
aaron_chap,Person
big,Nonsense
big_swamp,Natural_Feature
big_valley_gsp,Reference
california_united_states_geologic_survey,Federal_Gov
chapter_7,Reference
food_and_agriculture_organization,NGO
gsp_all,Nonsense
ngos,NGO
oregon,Federal_Gov
parlee,Person
term_91,Nonsense
us,Federal_Gov
big_valley_advisory_committee,Group
35426d,Nonsense
aes,Nonsense
aaron_albaugh,Person
albaugh_public_draft,Legal
ash,Natural_Feature
big_valley_groundwater_basin_advisory_committee_gsmp,Group
barber,Infrastructure
boards_of_supervisors,Local_Gov
california_department_of_forestry_and_fire_protection,State_Gov
chap,Person
chapter,Reference
chapter_11,Reference
groundwater_ambient_monitoring_and_assessment_program_groundwater_information_system,Data_System
gei_consultants_inc,Consultant
