"tract","county","lat","lng","place_name_short","place_name_long","place_type"
"06037228420","Los Angeles County",34.0082598780954,-118.271891363209,"Historic South Central","Historic South Central, Los Angeles, CA, USA","neighborhood"
"06037228500","Los Angeles County",34.0034918983327,-118.269064775562,"South Park","South Park, Los Angeles, CA, USA","neighborhood"
"06037228900","Los Angeles County",33.9920544090258,-118.243014328174,"Central Alameda","Central Alameda, Los Angeles, CA, USA","neighborhood"
"06037229420","Los Angeles County",33.9925311215391,-118.260817722414,"Los Angeles","Los Angeles, CA 90011, USA","postal_code"
"06037231220","Los Angeles County",34.0145634551692,-118.289375283678,"Los Angeles","Los Angeles, CA 90037, USA","postal_code"
"06037231500","Los Angeles County",34.0072776586473,-118.310826604306,"Leimert Park","Leimert Park, Los Angeles, CA, USA","neighborhood"
"06037183220","Los Angeles County",34.119972232687,-118.189286156766,"Highland Park","Highland Park, Los Angeles, CA, USA","neighborhood"
"06037185320","Los Angeles County",34.0883023130328,-118.224895453531,"Cypress Park","Cypress Park, Los Angeles, CA, USA","neighborhood"
"06037408136","Los Angeles County",34.0089144964601,-117.875547399726,"West Covina","West Covina, CA 91792, USA","postal_code"
"06037408141","Los Angeles County",34.0087730913925,-117.892432537538,"South San Jose Hills","South San Jose Hills, CA, USA","locality"
"06037408504","Los Angeles County",33.9987701938077,-117.971061471122,"Hacienda Heights","Hacienda Heights, CA, USA","locality"
"06037408505","Los Angeles County",34.0021078269929,-117.979993503413,"Hacienda Heights","Hacienda Heights, CA, USA","locality"
"06037408631","Los Angeles County",34.000260321917,-117.958376919542,"Hacienda Heights","Hacienda Heights, CA, USA","locality"
"06037408723","Los Angeles County",33.978006154529,-117.900883859813,"Rowland Heights","Rowland Heights, CA, USA","locality"
"06037408724","Los Angeles County",33.9841386207883,-117.903327694713,"Rowland Heights","Rowland Heights, CA, USA","locality"
"06037431501","Los Angeles County",34.0997183059835,-118.032995033662,"Temple City","Temple City, CA 91780, USA","postal_code"
"06067005301","Sacramento County",38.5915065970648,-121.483686037779,"Sacramento","Sacramento, CA 95811, USA","postal_code"
"06067005509","Sacramento County",38.5852419883607,-121.413019733099,"Sacramento","Sacramento, CA 95825, USA","postal_code"
"06067005510","Sacramento County",38.5851649215803,-121.406094824333,"Sacramento","Sacramento, CA 95825, USA","postal_code"
"06067005903","Sacramento County",38.6137442384763,-121.350635474085,"Carmichael","Carmichael, CA 95608, USA","postal_code"
"06067005205","Sacramento County",38.5374690356334,-121.395511581662,"Belvedere","Belvedere, Sacramento, CA 95826, USA","neighborhood"
"06067007019","Sacramento County",38.645830031853,-121.494014189458,"Sacramento","Sacramento, CA 95834, USA","postal_code"
"06067007426","Sacramento County",38.7094156398096,-121.380150363377,"North Country","North Country, Antelope, CA 95843, USA","neighborhood"
"06083002205","Santa Barbara County",34.9638746648748,-120.428034241329,"Santa Maria","Santa Maria, CA, USA","locality"
"06037980010","Los Angeles County",34.0800343423653,-118.239336860919,"Los Angeles","Los Angeles, CA 90012, USA","postal_code"
"06073018200","San Diego County",33.1896925615673,-117.370238441893,"Townsite","Townsite, Oceanside, CA 92054, USA","neighborhood"
"06073003201","San Diego County",32.6836181058374,-117.06088820822,"Paradise Hills","Paradise Hills, San Diego, CA 92139, USA","neighborhood"
"06073003209","San Diego County",32.6835899743659,-117.03876044658,"Bay Terraces","Bay Terraces, San Diego, CA, USA","neighborhood"
"06073003301","San Diego County",32.7027556717956,-117.101896872513,"Imperial Marketplace","Imperial Marketplace, San Diego, CA 92113, USA","neighborhood"
"06073008360","San Diego County",32.899878694789,-117.129504012986,"Mira Mesa","Mira Mesa, San Diego, CA, USA","neighborhood"
"06037901010","Los Angeles County",34.6674861777903,-118.192440066284,"Lancaster","Lancaster, CA, USA","locality"
"06037901209","Los Angeles County",34.7604125109851,-118.58079014667,"Quartz Hill","Quartz Hill, CA 93536, USA","postal_code"
"06071005300","San Bernardino County",34.1396025331059,-117.291270624154,"Arrowview","Arrowview, San Bernardino, CA 92405, USA","neighborhood"
"06071005400","San Bernardino County",34.1322996213604,-117.290899943592,"SBHS","SBHS, San Bernardino, CA, USA","neighborhood"
"06071005500","San Bernardino County",34.124985890094,-117.290558562195,"SBHS","SBHS, San Bernardino, CA, USA","neighborhood"
"06037602801","Los Angeles County",33.927401918357,-118.300171723423,"West Athens","West Athens, CA, USA","locality"
"06037602802","Los Angeles County",33.9201774991156,-118.30037732564,"West Athens","West Athens, CA, USA","locality"
"06037603801","Los Angeles County",33.898539216039,-118.348096259492,"Lawndale","Lawndale, CA, USA","locality"
"06037603802","Los Angeles County",33.8909803932808,-118.34814418943,"Lawndale","Lawndale, CA, USA","locality"
"06037604002","Los Angeles County",33.8765977216359,-118.356929517255,"Lawndale","Lawndale, CA, USA","locality"
"06019006604","Fresno County",36.6045254683573,-119.439373951919,"Reedley","Reedley, CA, USA","locality"
"06019007801","Fresno County",36.1460130538812,-120.09426296522,"Huron","Huron, CA 93234, USA","postal_code"
"06019007802","Fresno County",36.3152015196678,-120.092907433639,"Five Points","Five Points, CA 93624, USA","postal_code"
"06019007901","Fresno County",36.1300647291342,-120.243039292903,"Coalinga","Coalinga, CA 93210, USA","locality"
"06019008501","Fresno County",36.588800171812,-119.549298202587,"Selma","Selma, CA 93662, USA","postal_code"
"06019008502","Fresno County",36.6214407508991,-119.550713892095,"Parlier","Parlier, CA 93648, USA","postal_code"
"06023001300","Humboldt County",40.851489452318,-124.14898447585,"Humboldt County","Humboldt County, CA, USA","administrative_area_level_2"
"06023010901","Humboldt County",40.5984461864176,-124.137782598264,"Fortuna","Fortuna, CA, USA","locality"
"06023011600","Humboldt County",40.2085713816533,-123.708081393513,"Myers Flat","Myers Flat, CA 95554, USA","postal_code"
"06023940000","Humboldt County",41.0992505604279,-123.672555436214,"Hoopa","Hoopa, CA 95546, USA","postal_code"
"06025940000","Imperial County",32.7803077196147,-114.586142488788,"Felicity","Felicity, CA 92283, USA","postal_code"
"06025010101","Imperial County",33.1908489348839,-115.469074802958,"Calipatria","Calipatria, CA 92233, USA","postal_code"
"06025010102","Imperial County",33.1933822997118,-115.6164418088,"Calipatria","Calipatria, CA 92233, USA","postal_code"
"06071004202","San Bernardino County",34.1259548674875,-117.318208122755,"Mount Vernon","Mount Vernon, San Bernardino, CA 92411, USA","neighborhood"
"06071004401","San Bernardino County",34.0941767388223,-117.352908266525,"Rancho West","Rancho West, San Bernardino, CA, USA","neighborhood"
"06071006302","San Bernardino County",34.1268692057164,-117.254114459937,"Pacific","Pacific, Highland, CA, USA","neighborhood"
"06089010703","Shasta County",40.5999237715408,-122.369556839448,"St Thomas Heights","St Thomas Heights, Redding, CA 96003, USA","neighborhood"
"06089010704","Shasta County",40.6153021247752,-122.39278417065,"Angelus Subdivision","Angelus Subdivision, Redding, CA 96003, USA","neighborhood"
"06107003502","Tulare County",36.0930137880379,-119.054913477815,"West Porterville","West Porterville, Porterville, CA 93257, USA","neighborhood"
"06111000304","Ventura County",34.4125552022847,-118.964083699199,"Fillmore","Fillmore, CA 93015, USA","postal_code"
"06111000701","Ventura County",34.3453967407082,-119.077257335337,"Santa Paula","Santa Paula, CA 93060, USA","locality"
"06065045121","Riverside County",33.6907711410452,-116.28198873628,"La Quinta","La Quinta, CA, USA","locality"
"06065045213","Riverside County",33.7143182403627,-116.25880672988,"Indio","Indio, CA 92201, USA","postal_code"
"06065045217","Riverside County",33.7289866276691,-116.24769212011,"Indio","Indio, CA 92201, USA","postal_code"
"06065045222","Riverside County",33.7259738922681,-116.180985763486,"Coachella","Coachella, CA, USA","locality"
"06065045224","Riverside County",33.6963554062309,-116.257874041673,"Indio","Indio, CA 92201, USA","postal_code"
"06065045226","Riverside County",33.6929288972424,-116.207769821342,"Coachella","Coachella, CA 92236, USA","postal_code"
"06037183103","Los Angeles County",34.1158212542185,-118.175779851102,"Highland Park","Highland Park, Los Angeles, CA, USA","neighborhood"
"06037183221","Los Angeles County",34.1254320955377,-118.190938560451,"Highland Park","Highland Park, Los Angeles, CA, USA","neighborhood"
"06037183401","Los Angeles County",34.1216661875773,-118.209226229087,"Highland Park","Highland Park, Los Angeles, CA, USA","neighborhood"
"06037185203","Los Angeles County",34.1001272333317,-118.231688413004,"Mount Washington","Mount Washington, Los Angeles, CA, USA","neighborhood"
"06107002204","Tulare County",36.2183677439251,-119.358728822371,"Tulare","Tulare, CA 93274, USA","locality"
"06037186201","Los Angeles County",34.121312345419,-118.218845745844,"Eagle Rock","Eagle Rock, CA 90041, USA","postal_code"
"06037186301","Los Angeles County",34.1223504817252,-118.240433644545,"Glassell Park","Glassell Park, Los Angeles, CA, USA","neighborhood"
"06093000600","Siskiyou County",41.7011167748418,-122.911660904883,"Fort Jones","Fort Jones, CA 96032, USA","postal_code"
"06093000702","Siskiyou County",41.7277828089179,-122.615948591495,"Yreka","Yreka, CA 96097, USA","locality"
"06093000800","Siskiyou County",41.3501999699215,-123.038561217306,"Sawyers Bar","Sawyers Bar, CA 96027, USA","postal_code"
"06093001100","Siskiyou County",41.2261376923473,-122.327170952644,"Dunsmuir","Dunsmuir, CA 96025, USA","postal_code"
"06093000200","Siskiyou County",41.8596792229475,-121.940412378168,"Macdoel","Macdoel, CA 96058, USA","postal_code"
"06093000400","Siskiyou County",41.9365523336054,-122.637574139647,"Hornbrook","Hornbrook, CA 96044, USA","postal_code"
"06093000500","Siskiyou County",41.7450019594566,-123.335188851673,"Redding","Redding, CA 96049, USA","postal_code"
"06093000300","Siskiyou County",41.7718308818534,-122.321616181558,"Montague","Montague, CA 96064, USA","postal_code"
"06093001000","Siskiyou County",41.3475232198355,-122.327869882582,"Mt Shasta","Mt Shasta, CA 96067, USA","locality"
"06093000100","Siskiyou County",41.7895738313678,-121.622425414274,"Siskiyou County","Siskiyou County, CA, USA","administrative_area_level_2"
"06093000703","Siskiyou County",41.7432831802511,-122.642184635353,"Yreka","Yreka, CA 96097, USA","locality"
"06089010100","Shasta County",40.5826901259434,-122.390402745459,"Downtown","Downtown, Redding, CA 96001, USA","neighborhood"
"06059086702","Orange County",33.8432690342081,-117.948232835413,"Northwest Anaheim","Northwest Anaheim, Anaheim, CA, USA","neighborhood"
"06037139302","Los Angeles County",34.1767231279725,-118.538365584865,"Tarzana","Tarzana, CA 91356, USA","postal_code"
"06037183520","Los Angeles County",34.1109412069568,-118.201584850959,"Highland Park","Highland Park, Los Angeles, CA, USA","neighborhood"
"06037191204","Los Angeles County",34.0930661355851,-118.298281154688,"Little Armenia","Little Armenia, Los Angeles, CA, USA","neighborhood"
"06037191620","Los Angeles County",34.0885866329865,-118.302725325474,"Los Angeles","Los Angeles, CA 90029, USA","postal_code"
"06037191820","Los Angeles County",34.0852962960327,-118.327704839682,"West Hollywood","West Hollywood, CA 90038, USA","postal_code"
"06037192510","Los Angeles County",34.0798690786214,-118.306856827925,"Oakwood","Oakwood, CA 90004, USA","postal_code"
"06037192520","Los Angeles County",34.0799255314131,-118.30249715923,"Oakwood","Oakwood, CA 90004, USA","postal_code"
"06037192610","Los Angeles County",34.0813649581595,-118.296153945663,"Oakwood","Oakwood, CA 90004, USA","postal_code"
"06037195600","Los Angeles County",34.0808254217198,-118.265548242592,"Los Angeles","Los Angeles, CA 90026, USA","postal_code"
"06037199400","Los Angeles County",34.0892657157531,-118.209422286161,"Lincoln Heights","Lincoln Heights, CA 90031, USA","postal_code"
"06037199800","Los Angeles County",34.0706562698486,-118.210340268934,"Lincoln Heights","Lincoln Heights, Los Angeles, CA, USA","neighborhood"
"06037201504","Los Angeles County",34.0808280000597,-118.173791925945,"Los Angeles","Los Angeles, CA 90032, USA","postal_code"
"06037204820","Los Angeles County",34.023816054848,-118.205841279106,"Commerce","Commerce, CA 90023, USA","postal_code"
"06071000903","San Bernardino County",34.096212965712,-117.639328395913,"Upland","Upland, CA 91786, USA","postal_code"
"06071001001","San Bernardino County",34.0808018502768,-117.675483183446,"Montclair","Montclair, CA 91762, USA","postal_code"
"06097150305","Sonoma County",38.3258981912396,-122.492668510311,"Sonoma","Sonoma, CA 95476, USA","postal_code"
"06097153103","Sonoma County",38.4198167905487,-122.734173161555,"Roseland","Roseland, CA, USA","neighborhood"
"06097153104","Sonoma County",38.4288772586661,-122.727463795521,"Southwest Santa Rosa","Southwest Santa Rosa, Santa Rosa, CA 95407, USA","neighborhood"
"06097154201","Sonoma County",38.8138213764048,-123.017013982664,"Cloverdale","Cloverdale, CA 95425, USA","locality"
"06099000510","Stanislaus County",37.6930987270859,-121.080975730553,"Modesto","Modesto, CA 95358, USA","postal_code"
"06099002005","Stanislaus County",37.6436042330636,-120.934531401863,"Modesto","Modesto, CA 95354, USA","postal_code"
"06099002401","Stanislaus County",37.5972527886549,-121.001890291744,"Modesto","Modesto, CA, USA","locality"
"06099002402","Stanislaus County",37.6010163201765,-121.009215348631,"Bret Harte","Bret Harte, CA 95358, USA","locality"
"06099002503","Stanislaus County",37.5849810124162,-120.958014875992,"Ceres","Ceres, CA, USA","locality"
"06037134904","Los Angeles County",34.1911257578737,-118.58053464027,"Winnetka","Winnetka, CA 91306, USA","postal_code"
"06037532102","Los Angeles County",33.9974663924297,-118.111798827697,"Montebello","Montebello, CA, USA","locality"
"06037201503","Los Angeles County",34.0851725671528,-118.173900705741,"Los Angeles","Los Angeles, CA 90032, USA","postal_code"
"06037207400","Los Angeles County",34.0557740283885,-118.245590049609,"Little Tokyo","Little Tokyo, Los Angeles, CA, USA","neighborhood"
"06037208903","Los Angeles County",34.0597996378644,-118.27335952648,"Westlake South","Westlake South, Los Angeles, CA, USA","neighborhood"
"06037209200","Los Angeles County",34.05420916895,-118.261081803961,"City West","City West, Los Angeles, CA, USA","neighborhood"
"06037210010","Los Angeles County",34.0468510321359,-118.272312109385,"Pico Union","Pico Union, Los Angeles, CA, USA","neighborhood"
"06037211420","Los Angeles County",34.0726364549446,-118.302942394768,"Oakwood","Oakwood, CA 90004, USA","postal_code"
"06037212203","Los Angeles County",34.0597621875332,-118.29035619989,"MacArthur Park","MacArthur Park, Los Angeles, CA, USA","neighborhood"
"06037212610","Los Angeles County",34.0598447670593,-118.313869773695,"Sanford","Sanford, CA 90005, USA","postal_code"
"06037218120","Los Angeles County",34.0435631470352,-118.320675875676,"Los Angeles","Los Angeles, CA 90019, USA","postal_code"
"06037218500","Los Angeles County",34.0373844198118,-118.350567479896,"Los Angeles","Los Angeles, CA 90016, USA","postal_code"
"06037221210","Los Angeles County",34.0436623654497,-118.302863246092,"Los Angeles","Los Angeles, CA 90006, USA","postal_code"
"06037221302","Los Angeles County",34.0417456464408,-118.311492072779,"Los Angeles","Los Angeles, CA 90019, USA","postal_code"
"06037224200","Los Angeles County",34.0406231449072,-118.276715634685,"Pico Union","Pico Union, Los Angeles, CA, USA","neighborhood"
"06037480101","Los Angeles County",34.1092057209837,-118.073440359109,"Temple City","Temple City, CA 91780, USA","postal_code"
"06037221120","Los Angeles County",34.042100086418,-118.287897182663,"Pico Union","Pico Union, Los Angeles, CA, USA","neighborhood"
"06037222500","Los Angeles County",34.0218497402557,-118.304550786114,"Los Angeles","Los Angeles, CA 90018, USA","postal_code"
"06037224020","Los Angeles County",34.0304827981042,-118.268656933044,"Dockweiler","Dockweiler, CA 90007, USA","postal_code"
"06037224320","Los Angeles County",34.04158843938,-118.28085291915,"Pico Union","Pico Union, Los Angeles, CA, USA","neighborhood"
"06037227020","Los Angeles County",34.0157536690964,-118.251932973014,"Los Angeles","Los Angeles, CA 90011, USA","postal_code"
"06037228720","Los Angeles County",33.9993670397974,-118.249940574254,"Central Alameda","Central Alameda, Los Angeles, CA, USA","neighborhood"
"06037229200","Los Angeles County",33.9982715207661,-118.260828306204,"Los Angeles","Los Angeles, CA 90011, USA","postal_code"
"06037231300","Los Angeles County",34.0145164076395,-118.304538019904,"Los Angeles","Los Angeles, CA 90062, USA","postal_code"
"06037231710","Los Angeles County",34.0073136420887,-118.289357619191,"Vermont Harbor","Vermont Harbor, Los Angeles, CA, USA","neighborhood"
"06037232700","Los Angeles County",33.9923462333701,-118.285853238335,"Vermont-Slauson","Vermont-Slauson, Los Angeles, CA, USA","neighborhood"
"06037236202","Los Angeles County",34.0170719870387,-118.353079170726,"Baldwin Village","Baldwin Village, Los Angeles, CA, USA","neighborhood"
"06037237720","Los Angeles County",33.9692863014192,-118.286151072188,"South Figueroa Corridor","South Figueroa Corridor, Los Angeles, CA, USA","neighborhood"
"06037240500","Los Angeles County",33.9469248269562,-118.275663002135,"Los Angeles","Los Angeles, CA 90003, USA","postal_code"
"06037240900","Los Angeles County",33.9344932775041,-118.262290507855,"Los Angeles","Los Angeles, CA 90059, USA","postal_code"
"06037530700","Los Angeles County",34.0592141777651,-118.183978849433,"Hazard","Hazard, CA 90063, USA","postal_code"
"06037531301","Los Angeles County",34.0217434973712,-118.182233675947,"Commerce","Commerce, CA 90023, USA","postal_code"
"06019006900","Fresno County",36.6466119226694,-119.560050701864,"Del Rey","Del Rey, CA 93616, USA","postal_code"
"06019007400","Fresno County",36.4550518133352,-119.711720012137,"Laton","Laton, CA 93242, USA","postal_code"
"06019007700","Fresno County",36.4461533321682,-119.906904310441,"Riverdale","Riverdale, CA 93656, USA","postal_code"
"06019002000","Fresno County",36.7572828526182,-119.832881109276,"Fresno","Fresno, CA 93728, USA","postal_code"
"06019004404","Fresno County",36.8444241831734,-119.79241405529,"Pinedale","Pinedale, CA 93650, USA","postal_code"
"06059110201","Orange County",33.8355685168086,-118.015258907255,"Buena Park","Buena Park, CA 90620, USA","postal_code"
"06059086502","Orange County",33.8477893303243,-117.910071727583,"Anaheim","Anaheim, CA 92801, USA","postal_code"
"06059086901","Orange County",33.824611647305,-118.006504245145,"Anaheim","Anaheim, CA 92804, USA","postal_code"
"06059087101","Orange County",33.8323798105817,-117.963314675381,"Northwest Anaheim","Northwest Anaheim, Anaheim, CA, USA","neighborhood"
"06059088201","Orange County",33.7958280987264,-117.963128428219,"Garden Grove","Garden Grove, CA 92841, USA","postal_code"
"06059110603","Orange County",33.8687069002091,-117.993735238133,"Buena Park","Buena Park, CA 90621, USA","postal_code"
"06071001600","San Bernardino County",34.0577773475138,-117.618013961762,"Ontario","Ontario, CA 91761, USA","postal_code"
"06095251500","Solano County",38.1115211416009,-122.249714828542,"Vallejo","Vallejo, CA 94590, USA","postal_code"
"06095251600","Solano County",38.108548782275,-122.262949036695,"Vallejo","Vallejo, CA 94590, USA","postal_code"
"06095251901","Solano County",38.1357656687685,-122.236795847471,"Vallejo","Vallejo, CA 94589, USA","postal_code"
"06095252604","Solano County",38.264212293452,-122.051246378556,"Fairfield","Fairfield, CA 94533, USA","postal_code"
"06095252607","Solano County",38.2544056100219,-122.029740512106,"Fairfield","Fairfield, CA 94533, USA","postal_code"
"06015000101","Del Norte County",41.7451254213561,-124.205248019619,"Crescent City","Crescent City, CA, USA","locality"
"06015000203","Del Norte County",41.5853631279249,-124.030663207163,"Klamath","Klamath, CA 95548, USA","postal_code"
"06059110606","Orange County",33.8772428942605,-118.004746980556,"Buena Park","Buena Park, CA 90621, USA","postal_code"
"06059001802","Orange County",33.8629547188433,-117.972012669018,"Fullerton","Fullerton, CA 92833, USA","postal_code"
"06059011602","Orange County",33.8607311424784,-117.90375207284,"Fullerton","Fullerton, CA 92831, USA","postal_code"
"06037243000","Los Angeles County",33.9395183258623,-118.23369193909,"Watts","Watts, Los Angeles, CA, USA","neighborhood"
"06037238320","Los Angeles County",33.9621527272406,-118.286154802313,"South Figueroa Corridor","South Figueroa Corridor, Los Angeles, CA, USA","neighborhood"
"06085509404","Santa Clara County",37.4018798206821,-122.105569794,"Mountain View","Mountain View, CA 94040, USA","postal_code"
"06037242600","Los Angeles County",33.9323759716046,-118.25024228422,"Watts","Watts, Los Angeles, CA, USA","neighborhood"
"06037243100","Los Angeles County",33.9327962881882,-118.235093432045,"Watts","Watts, Los Angeles, CA, USA","neighborhood"
"06083002305","Santa Barbara County",34.9714321814398,-120.444464637513,"Santa Maria","Santa Maria, CA, USA","locality"
"06083001101","Santa Barbara County",34.4203889438683,-119.721159834013,"Westside","Westside, Santa Barbara, CA, USA","neighborhood"
"06083001102","Santa Barbara County",34.4161336737315,-119.712907889234,"Westside","Westside, Santa Barbara, CA, USA","neighborhood"
"06083002304","Santa Barbara County",34.9568971292112,-120.444653036931,"Santa Maria","Santa Maria, CA, USA","locality"
"06083002402","Santa Barbara County",34.9347688644071,-120.467283276611,"Santa Maria","Santa Maria, CA, USA","locality"
"06083002604","Santa Barbara County",34.6830181370709,-120.486894532802,"Lompoc","Lompoc, CA, USA","locality"
"06037124300","Los Angeles County",34.1757377649711,-118.364296284159,"NoHo Arts District","NoHo Arts District, Los Angeles, CA, USA","neighborhood"
"06037127220","Los Angeles County",34.2047823867432,-118.453126376308,"Van Nuys","Van Nuys, CA 91405, USA","postal_code"
"06037552602","Los Angeles County",33.8912308565437,-118.063939660902,"Norwalk","Norwalk, CA, USA","locality"
"06037554700","Los Angeles County",33.8842944718339,-118.076882614326,"Norwalk","Norwalk, CA, USA","locality"
"06037570303","Los Angeles County",33.8599429062115,-118.191912208027,"North Long Beach","North Long Beach, Long Beach, CA, USA","neighborhood"
"06037570603","Los Angeles County",33.857171135361,-118.162321415121,"Davenport Park","Davenport Park, Long Beach, CA, USA","neighborhood"
"06037576200","Los Angeles County",33.7723836061372,-118.186763639682,"East Village","East Village, Long Beach, CA, USA","neighborhood"
"06025010700","Imperial County",32.9668251693199,-115.521371009282,"Brawley","Brawley, CA 92227, USA","locality"
"06025010900","Imperial County",32.8157137421407,-115.374880216326,"Holtville","Holtville, CA 92250, USA","locality"
"06025011201","Imperial County",32.8129779266451,-115.567776920269,"El Centro","El Centro, CA, USA","locality"
"06025011500","Imperial County",32.7984899717172,-115.561292994238,"El Centro","El Centro, CA, USA","locality"
"06025012100","Imperial County",32.6767105601713,-115.497609846801,"Calexico","Calexico, CA, USA","locality"
"06025011300","Imperial County",32.7756585198913,-115.493727657727,"El Centro","El Centro, CA 92243, USA","postal_code"
"06025010300","Imperial County",32.9814034636103,-115.467788824136,"Brawley","Brawley, CA 92227, USA","postal_code"
"06025011000","Imperial County",32.867755206116,-115.555572948773,"Imperial","Imperial, CA 92251, USA","postal_code"
"06025011100","Imperial County",32.7825348781799,-115.677042325844,"Seeley","Seeley, CA, USA","locality"
"06037910001","Los Angeles County",34.5982648180512,-117.928470465172,"Palmdale","Palmdale, CA 93591, USA","postal_code"
"06037910002","Los Angeles County",34.5339736664721,-117.907535435172,"Pearblossom","Pearblossom, CA 93553, USA","postal_code"
"06037910101","Los Angeles County",34.6087817683801,-118.020622547687,"Palmdale","Palmdale, CA 93552, USA","postal_code"
"06037123304","Los Angeles County",34.1965390638198,-118.406088242445,"Valley Glen","Valley Glen, Los Angeles, CA, USA","neighborhood"
"06037296600","Los Angeles County",33.7397829093432,-118.292362495572,"Central San Pedro","Central San Pedro, Los Angeles, CA 90731, USA","neighborhood"
"06087110200","Santa Cruz County",36.9272407647003,-121.754313340789,"Watsonville","Watsonville, CA, USA","locality"
"06025012302","Imperial County",33.2813884645282,-115.87689652983,"Imperial County","Imperial County, CA, USA","administrative_area_level_2"
"06025011400","Imperial County",32.7928468617691,-115.544218994206,"El Centro","El Centro, CA, USA","locality"
"06025012301","Imperial County",32.932711145863,-115.921924320004,"Borrego Springs","Borrego Springs, CA 92004, USA","postal_code"
"06025010800","Imperial County",32.8219517559213,-115.359813860447,"Holtville","Holtville, CA 92250, USA","postal_code"
"06025011802","Imperial County",32.7833679941359,-115.574115546496,"El Centro","El Centro, CA, USA","locality"
"06025011900","Imperial County",32.6968672980327,-115.495190837282,"Calexico","Calexico, CA, USA","locality"
"06025012200","Imperial County",32.6730725504358,-115.514386756761,"Calexico","Calexico, CA, USA","locality"
"06069000400","San Benito County",36.8477641600128,-121.405432404833,"Hollister","Hollister, CA 95023, USA","locality"
"06067007402","Sacramento County",38.6869531667492,-121.379184333288,"Larchmont Village","Larchmont Village, North Highlands, CA 95660, USA","neighborhood"
"06067007406","Sacramento County",38.69777816307,-121.383888455106,"North Highlands","North Highlands, CA 95660, USA","postal_code"
"06067008911","Sacramento County",38.5877274736719,-121.317178395051,"Cordova Meadows","Cordova Meadows, Rancho Cordova, CA 95670, USA","neighborhood"
"06067009105","Sacramento County",38.5619374074703,-121.371318982141,"Larchmont Riviera","Larchmont Riviera, La Riviera, CA 95826, USA","neighborhood"
"06067007001","Sacramento County",38.6235927699881,-121.472550349611,"Gardenland","Gardenland, Sacramento, CA, USA","neighborhood"
"06067007602","Sacramento County",38.6317698818922,-121.337082013423,"Carmichael","Carmichael, CA 95608, USA","postal_code"
"06089010806","Shasta County",40.6386346906256,-122.380588196722,"Redding","Redding, CA 96003, USA","postal_code"
"06089011209","Shasta County",40.5520377789796,-122.347675196815,"Eastwood Subdivision","Eastwood Subdivision, Redding, CA 96002, USA","neighborhood"
"06089011702","Shasta County",40.67330819864,-122.373359118714,"Shasta Lake","Shasta Lake, CA 96019, USA","locality"
"06089011703","Shasta County",40.6929451227997,-122.370261718331,"Shasta Lake","Shasta Lake, CA 96019, USA","locality"
"06089011803","Shasta County",40.723966930711,-122.309929904143,"Redding","Redding, CA 96003, USA","postal_code"
"06067009010","Sacramento County",38.5901145996135,-121.280651792139,"Prospect Green Open Space","Prospect Green Open Space, Rancho Cordova, CA 95670, USA","neighborhood"
"06067009329","Sacramento County",38.4581469048479,-121.344310158851,"Vineyard","Vineyard, CA 95829, USA","locality"
"06085504323","Santa Clara County",37.3987984571416,-121.881085852634,"Brooktree","Brooktree, San Jose, CA, USA","neighborhood"
"06037186403","Los Angeles County",34.1118266506293,-118.239493771933,"Glassell Park","Glassell Park, Los Angeles, CA, USA","neighborhood"
"06037186404","Los Angeles County",34.1067595812669,-118.235429292526,"Glassell Park","Glassell Park, Los Angeles, CA, USA","neighborhood"
"06037187102","Los Angeles County",34.1037126445542,-118.243182536332,"Elysian Valley","Elysian Valley, Los Angeles, CA, USA","neighborhood"
"06037190201","Los Angeles County",34.1033578486881,-118.32971399358,"Hollywood","Hollywood, CA 90028, USA","postal_code"
"06037190202","Los Angeles County",34.1034022490946,-118.33553524847,"Hollywood","Hollywood, CA 90028, USA","postal_code"
"06037190401","Los Angeles County",34.1035718533772,-118.30278664939,"Los Feliz","Los Feliz, Los Angeles, CA, USA","neighborhood"
"06037190402","Los Angeles County",34.1035490832378,-118.307151432149,"Hollywood","Hollywood, Los Angeles, CA, USA","neighborhood"
"06037190801","Los Angeles County",34.0943767308971,-118.324458624242,"West Hollywood","West Hollywood, CA 90038, USA","postal_code"
"06037533804","Los Angeles County",33.9752182065127,-118.179144364867,"Bell","Bell, CA, USA","locality"
"06037533901","Los Angeles County",33.9740105398697,-118.155545486138,"Bell Gardens","Bell Gardens, CA 90201, USA","locality"
"06037534001","Los Angeles County",33.9679323056916,-118.146867368785,"Bell Gardens","Bell Gardens, CA 90201, USA","locality"
"06037534403","Los Angeles County",33.9681672874128,-118.197131445499,"Cudahy","Cudahy, CA 90201, USA","locality"
"06037534406","Los Angeles County",33.9647496985493,-118.174974874393,"Cudahy","Cudahy, CA 90201, USA","locality"
"06037534502","Los Angeles County",33.9657548752977,-118.200431815121,"Huntington Park","Huntington Park, CA, USA","locality"
"06037535101","Los Angeles County",33.9644275341819,-118.248811741697,"Firestone Park","Firestone Park, CA 90001, USA","postal_code"
"06037535503","Los Angeles County",33.955255123897,-118.214469249027,"South Gate","South Gate, CA 90280, USA","postal_code"
"06037535604","Los Angeles County",33.950673105348,-118.224103670203,"South Gate","South Gate, CA 90280, USA","postal_code"
"06037293302","Los Angeles County",33.8016119478336,-118.304208585215,"Harbor City","Harbor City, CA 90710, USA","postal_code"
