name,entity_type
new_stone_water_district_groundwater_sustainability_agency,Other_GSA
delta_mendota_subbasin,Basin
monterey_subbasin,Basin
aquifer_storage_and_recovery,Water_Project
tulare_county,County
conejo_creek,Natural_Feature
marina_coast_water_district,District
buena_vista_groundwater_sustainability_agency,Other_GSA
aliso_water_district_groundwater_sustainability_agency,Local_GSA
big_valley_groundwater_sustainability_agency,Local_GSA
technical_advisory_committee,Group
solano_subbasin,Basin
madera_subbasin,Basin
fort_ord,Geographic_Unit
mga,Local_GSA
owens_valley_groundwater_authority,Local_GSA
atascadero_basin_groundwater_sustainability_agency,Local_GSA
farmers_water_district,District
santa_rosa_plain_groundwater_sustainability_agency,Other_GSA
pleasant_valley_groundwater_sustainability_agency,Local_GSA
sonoma_valley_groundwater_sustainability_agency,Local_GSA
santa_ynez_river_valley_basin_eastern_management_area_groundwater_sustainability_agency,Local_GSA
total_dissolved_solids,District
salinas_valley,Geographic_Unit
tehama_county_flood_control_and_water_conservation_district_groundwater_sustainability_agency_red_bluff,Local_GSA
ventura,County
delano_earlimart_irrigation_district,District
tbwqc,Nonsense
indian_wells_valley_groundwater_authority,Local_GSA
county_of_napa_groundwater_sustainability_agency,Local_GSA
taf,Nonsense
division_of_drinking_water,State_Gov
san_pasqual_valley_gsa,Local_GSA
projects_and_management_actions,Group
regional_water_quality_control_board,Local_Gov
tehama_county_flood_control_and_water_conservation_district_groundwater_sustainability_agency_antelope,Local_GSA
us,Geographic_Unit
basin_characterization_model,Technical
corona,City
farmers_water_district_groundwater_sustainability_agency,Other_GSA
lsce,Nonsense
kaweah_delta_water_conservation_district,District
paso_robles_formation,Natural_Feature
sonoma,County
nc,Geographic_Unit
enterprise_anderson_groundwater_sustainability_agency,Other_GSA
executive_committee,Group
parties,Nonsense
aliso_water_district,District
fresno_county,County
pma,Group
ebp_subbasin,Basin
global_positioning_system,Technical
tule_subbasin_setting,Geographic_Unit
tehama_county_flood_control_and_water_conservation_district_groundwater_sustainability_agency_los_molinos,Local_GSA
madera,County
oxnard_subbasin,Basin
tds,Technical
tulare,County
tehama_formation,Natural_Feature
ebmud,District
monterey_county,County
coordination_workgroup,Group
maximum_contaminant_level,Legal
upper_ventura_river_groundwater_agency,Local_GSA
los_molinos_subbasin,Basin
lower_tule_river_irrigation_district,District
santa_clara,County
siskiyou_county_flood_control_and_water_conservation_district_groundwater_sustainability_agency_butte_valley,Local_GSA
tehama_county_flood_control_and_water_conservation_district_groundwater_sustainability_agency_bowman,Local_GSA
groundwater_sustainability_agencies,Group
root_creek_water_district_groundwater_sustainability_agency,Local_GSA
tule_subbasin_monitoring_plan,Technical
ysga,Nonsense
dctra,Group
project,Water_Project
solano_county,County
alpaugh_groundwater_sustainability_agency,Local_GSA
arroyo_simi,Natural_Feature
integrated_regional_water_management,Local_Gov
merced,County
siskiyou_county_flood_control_and_water_conservation_district_groundwater_sustainability_agency_shasta,Local_GSA
tehama_integrated_hydrologic_model,Technical
groundwater_sustainability_agency_board,Group
svsim,Technical
sacramento_valley,Geographic_Unit
porterville,City
tulare_formation,Natural_Feature
ag,Nonsense
monitoring_and_reporting_program,Technical
environmental_defense_fund,NGO
santa_ynez,City
pleasant_valley,Geographic_Unit
esri,Company
colusa,County
san_joaquin_river_restoration_program,Local_Gov
petaluma_valley_groundwater_sustainability_agency,Local_GSA
chowchilla_subbasin,Basin
integrated_regional_water_management_plan,Local_Gov
sampling_and_analysis_plan,Technical
dtw,Nonsense
groundwater_management_plan,Technical
saugus_formation,Natural_Feature
flow,Nonsense
yucaipa_groundwater_sustainability_agency,Other_GSA
groundwater_sustainability_plan_regulations,Legal
interferometric_synthetic_aperture_radar,Technical
hcm,Technical
ma,Nonsense
rmw,Nonsense
technical_memoranda,Technical
managed_aquifer_recharge,Water_Project
turlock_subbasin,Basin
vcwpd,District
anderson_subbasin,Basin
page,Reference
groundwater_sustainability_plans,Technical
representative_monitoring_point,Technical
stakeholder_committee,Group
cga,Local_GSA
arroyo_las_posas,Natural_Feature
kings_river_conservation_district,District
los_angeles_county,County
city_of_porterville,City
san_antonio_basin_groundwater_sustainability_agency,Local_GSA
santa_clarita_valley_groundwater_sustainability_agency,Local_GSA
santa_ynez_river_valley_basin_western_management_area_groundwater_sustainability_agency,Local_GSA
yucaipa_valley_water_district,District
tcwa,District
castac_basin_gsa,Local_GSA
los_angeles,County
natural_resources_conservation_service,Federal_Gov
montecito_groundwater_sustainability_agency,Other_GSA
groundwater_sustainability_plan_groups,Group
james_irrigation_district,District
tule_subbasin_technical_advisory_committee,Group
kern_county_water_agency,Group
working_group,Group
smc,Nonsense
santa_ynez_river_valley_basin_central_management_area_groundwater_sustainability_agency,Local_GSA
army_corps_of_engineers,Federal_Gov
regional_model,Technical
buena_vista_water_storage_district_gsa,Local_GSA
sacramento_county,County
watershed,Natural_Feature
arroyo,Natural_Feature
napa_valley_subbasin,Basin
district,District
modesto,City
minimum_thresholds,Technical
santa_ynez_river_water_conservation_district,District
butte_valley,City
corcoran_clay,Natural_Feature
sutter_subbasin,Basin
monterey,County
data_quality_objective,Technical
temescal_subbasin_groundwater_sustainability_agency,Local_GSA
merced_county,County
san_antonio,Local_Gov
national_aeronautics_and_space_administration,Federal_Gov
olcese_groundwater_sustainability_agency_area,Geographic_Unit
technical_working_group,Group
fcgma,District
cosumnes,Basin
vacaville,City
los_angeles_department_of_water_and_power,Local_Gov
merced_subbasin,Basin
discharger,Nonsense
kern_subbasin,Basin
indian_wells_valley_groundwater_basin,Basin
san_jacinto,City
santa_cruz,County
unavco,NGO
natural_communities,Group
spadra_basin_groundwater_sustainability_agency,Local_GSA
gps,Technical
napa,County
san_antonio_creek,Natural_Feature
pce,Nonsense
temescal_wash,Natural_Feature
fresno_slough,Natural_Feature
kaweah,Basin
california_water_code,State_Gov
salinas_valley_basin_groundwater_sustainability_agency_east_side_aquifer,Local_GSA
salinas_valley_basin_groundwater_sustainability_agency_langley_area,Local_GSA
san_lorenzo_valley_water_district,District
geotracker,Data_System
hayward,City
eel_river_valley_basin,Basin
grimes_canyon_aquifer,Natural_Feature
lompico,City
tehama,County
city_of_santa_monica,City
statewide_groundwater_elevation_monitoring,State_Gov
salinas_valley_basin_groundwater_sustainability_agency_upper_valley_aquifer,Local_GSA
enterprise,Nonsense
los_banos,City
wrmwsd,District
salt_and_nutrient_management_plan,Technical
friant_division,Water_Project
piru_creek,Natural_Feature
basin_numerical_model,Technical
monterey_formation,Natural_Feature
calleguas_creek,Natural_Feature
technical_peer_review,Technical
friant_kern_canal,Infrastructure
mcsim,Technical
san_benito_county,County
hydrographs,Technical
san_jacinto_groundwater_basin,Basin
santa_ana,City
water_in_the_yucaipa,Nonsense
corning,City
napa_valley,Geographic_Unit
paso_robles,Local_Gov
acsd,District
atascadero,City
butte_county,County
solano,County
geographic_information_system,Technical
yuba_water_agency,Local_GSA
irrigation_management_information_system,State_Gov
kern_delta_water_district,District
modesto_subbasin,Basin
scotts_valley_water_district,District
tracy_subbasin,Basin
scv_water,District
tule_river_association,NGO
dbcp,District
grassland_water_district,District
ccbl,District
davis,City
glenn_county,County
gw,Nonsense
bakersfield,City
central_coast_regional_water_quality_control_board,Local_Gov
buena_vista_water_storage_district,District
las_posas,Basin
measurable_objectives,Technical
cgps,Nonsense
hollister,City
sonoma_water,District
stanislaus_county,County
fish_slough,Natural_Feature
sustainable_groundwater_management_act_projects,Water_Project
basemap,Technical
modeling_team,Technical
department_of_water_resources_bulletin,Reference
passive_diffusion_bag,Infrastructure
visalia,City
asr,Technical
barka_slough,Natural_Feature
bcgsa,Other_GSA
city_of_modesto,City
westside_subbasin,Basin
basin,Basin
cuyama_basin_groundwater_sustainability_agency,Local_GSA
east_turlock_subbasin_groundwater_sustainability_agency,Local_GSA
environmental_protection_agency,Group
groundwater_sustainability_agency_party,Group
turlock,City
arvin_edison_water_storage_district,District
indian_wells_valley,Geographic_Unit
kdsa,Nonsense
kings_county,County
rmp,Nonsense
glenn_groundwater_authority,Local_GSA
kern,County
yolo_subbasin,Basin
gis,Data_System
mendota_subbasin,Basin
basin_setting,Geographic_Unit
ec,Nonsense
fox_canyon_groundwater_management_agency_board,Group
san_joaquin_river_exchange_contractors,Group
army,Federal_Gov
city_of_ventura,City
groundwater_sustainability_plan_advisory_committee,Group
inter_agency,Group
joint_powers_authority,Group
sierra_valley,Geographic_Unit
deer_creek_and_tule_river_authority,Group
mullin_area_groundwater_sustainability_agency,Other_GSA
north_kings,District
congress_us_senate,Federal_Gov
forebay_subbasin,Basin
jpa,Nonsense
kings_river_water_association,Group
yuba_subbasins,Basin
anderson_subbasins,Basin
gravelly_ford_water_district,District
kings,County
salinas,City
l,Nonsense
san_joaquin_river_restoration_settlement,Legal
santa_monica_basin_groundwater_sustainability_agency,Local_GSA
technical_memorandum,Technical
west_san_jacinto_groundwater_sustainability_agency,Local_GSA
santa_ana_river,Natural_Feature
ccr,Nonsense
yuba_groundwater_model,Technical
santa_barbara_county,County
west_turlock_subbasin_groundwater_sustainability_agency,Local_GSA
cottonwood_creek,Natural_Feature
san_joaquin_county,County
chowchilla_bypass,Infrastructure
gravelly_ford_water_district_groundwater_sustainability_agency,Other_GSA
navy,Federal_Gov
stanislaus,County
court,Nonsense
grassland_groundwater_sustainability_agency,Other_GSA
westlands_water_district,District
camrosa,District
consolidated_irrigation_district,District
montecito_water_district,District
sjfm2014,Reference
inmp,Nonsense
olcese_water_district_groundwater_sustainability_agency,Local_GSA
tcwd,District
county_of_ventura,County
eastside_subbasin,Basin
national_marine_fisheries_service,Federal_Gov
santa_clarita,City
santa_margarita,City
swi,Technical
sonoma_county,County
bowman_subbasin,Basin
fox_canyon_groundwater_management_agency_gsa_pleasant_valley,Local_GSA
national_oceanic_and_atmospheric_administration,Federal_Gov
consensus_building_institute,NGO
st_helena,Geographic_Unit
arroyo_santa_rosa_valley_groundwater_basin,Basin
big_valley_advisory_committee,Group
santa_ynez_river_alluvium,Natural_Feature
butte,County
management_areas,Geographic_Unit
spv_groundwater_sustainability_plan_model,Technical
wyandotte_creek_groundwater_sustainability_agency,Local_GSA
deer_creek,Natural_Feature
groundwater_ambient_monitoring_and_assessment,State_Gov
orland_unit_water_users_association,Group
paso_robles_formation_aquifer,Natural_Feature
slough,Natural_Feature
county_of_humboldt_groundwater_sustainability_agency,Local_GSA
legal_authority,Group
santa_rosa,City
coc,Nonsense
elsinore_valley_groundwater_sustainability_agency,Local_GSA
inyo_county,County
santa_margarita_formation,Natural_Feature
bmp,Nonsense
recharge,Nonsense
solano_irrigation_district,District
stillwater_sciences,Company
city_of_vacaville,City
angiola_water_district,District
yolo_subbasin_groundwater_sustainability_agency,Local_GSA
appointing_authority,Group
electrical_conductivity,Technical
mann,Nonsense
monitoring_entity,Technical
san_leandro,City
water_budget_zone,Geographic_Unit
regional_board,Group
alta_irrigation_district,District
enterprise_anderson_groundwater_sustainability_agency_enterprise,Local_GSA
groundwater_sustainability_agency_boards,Group
measurable_objective,Technical
p_ma,Nonsense
sierra_valley_groundwater_management_district,Local_GSA
action,Nonsense
tce,Nonsense
tuscan_formation,Natural_Feature
pauma_valley_groundwater_sustainability_agency,Local_GSA
todd_groundwater,Natural_Feature
arvin_edison_management_area,Geographic_Unit
chowchilla,City
city_of_napa,City
department_of_toxic_substances_control,State_Gov
dudek,Company
enterprise_anderson_groundwater_sustainability_agency_anderson,Local_GSA
stanislaus_and_tuolumne_rivers_groundwater_basin_association_groundwater_sustainability_agency,Local_GSA
ukiah_valley_integrated_hydrological_model,Technical
yolo_county,County
board_of_supervisors,Group
fillmore_and_piru_basins_groundwater_sustainability_agency_piru,Local_GSA
henry_miller_water_district_gsa,Local_GSA
mehrten_formation,Natural_Feature
scwd,District
sierra_valley_subbasin,Basin
ventura_county_watershed_protection_district,District
fillmore_and_piru_basins_groundwater_sustainability_agency_fillmore,Local_GSA
fresno_irrigation_district,District
san_joaquin_river_exchange_contractors_groundwater_sustainability_agency,Local_GSA
wheeler_ridge_maricopa_water_storage_district,District
wqo,Nonsense
butte_basin_groundwater_model,Technical
fox_canyon_groundwater_management_agency_gsa_oxnard,Local_GSA
natural_communities_commonly_associated_with_groundwater_dataset,Technical
san_pedro_formation,Natural_Feature
best_management_practice,Legal
city,Nonsense
continuous_global_positioning_system,Technical
af_water_year,Technical
county_of_tulare,County
east_contra_costa_subbasin,Basin
sustainability_indicators,Technical
upper_san_pedro,Basin
wheeler_ridge_maricopa,District
yucaipa_basin_groundwater_sustainability_agency,Local_GSA
central_valley_hydrologic_model,Technical
corning_subbasin,Basin
corral_de_tierra_area,Geographic_Unit
mendota,City
new_stone_water_district,District
variable_infiltration_capacity,Technical
bedford_coldwater_subbasin_groundwater_sustainability_agency,Local_GSA
merced_irrigation_district,District
tulare_irrigation_district,District
porterville_irrigation_district,District
precipitation,Natural_Feature
storage,Nonsense
westlands,District
cor,Nonsense
leblanc,Nonsense
tracy,City
cnddb,Data_System
core_team,Group
elsinore,Geographic_Unit
fish_and_wildlife_service,Federal_Gov
general_order,Legal
quality_control,Technical
ug_l,Nonsense
red_bluff_subbasin,Basin
adjustment_factors,Technical
central_california_irrigation_district,State_Gov
dmc,District
groundwater_sustainability_plan_group_representative,Group
surface_water_quality,Technical
eastern_principal_aquifer,Natural_Feature
enterprise_subbasin,Basin
fkc,Nonsense
tule_subbasin_tac,Group
eki,Nonsense
nacimiento_water_project,Water_Project
butte_creek,Natural_Feature
calleguas,District
moa,Nonsense
san_timoteo_creek,Natural_Feature
sfr,Nonsense
appendix_c,Reference
butte_subbasin,Basin
carlotta,Nonsense
port_hueneme,City
san_gorgonio_pass,Geographic_Unit
ukiah_valley,Geographic_Unit
western_lower_principal_aquifer,Natural_Feature
sonoma_creek,Natural_Feature
yucaipa_subbasin,Basin
arroyo_conejo,Natural_Feature
bedford,Geographic_Unit
council,Group
data_exchange_center,State_Gov
fountain_springs,Natural_Feature
putah_creek,Natural_Feature
regional_water_authority,Group
riverside_county,County
tuolumne,County
xylenes,Natural_Feature
colusa_subbasin,Basin
central_management_area,Geographic_Unit
coordinating_committee,Group
dixon,City
gsi,Group
qc,Nonsense
san_juan,Geographic_Unit
friant_water_authority,Group
oakland,City
owens_valley,Geographic_Unit
pomona,City
san_luis_obispo_county,County
saugus,Geographic_Unit
water_data_library,Technical
brentwood,City
id4,District
monitoring_network,Technical
san_luis_delta_mendota_water_authority,Group
solano_collaborative,Group
soquel_creek,Natural_Feature
upson,Local_Gov
watermaster,Group
yountville,City
antelope_subbasin,Basin
city_council,Group
joint_powers_agreement,Group
central_sacramento_county_groundwater_management_plan,Technical
cosumnes_subbasin,Basin
median_household_income,Technical
ojai_basin_groundwater_management_agency_gsa,Local_GSA
scotts_valley,City
sokr,Nonsense
solano_project,Water_Project
bolsa,Nonsense
buttonwillow_management_area,Geographic_Unit
fox_canyon_groundwater_management_agency_gsa_las_posas_valley,Local_GSA
mbgwfm,Data_System
precipitation_data,Technical
saticoy,City
trenton_weir,Infrastructure
best_management_practices,Legal
department_of_public_health,State_Gov
district_board,Group
western_management_area_groundwater_sustainability_agency,Other_GSA
madera_irrigation_district,District
montecito_groundwater_basin_groundwater_sustainability_agency,Local_GSA
porter_slough,Natural_Feature
salinas_valley_operational_model,Technical
spv,Nonsense
subbasins,Basin
tehama_county_flood_control_and_water_conservation_district,Other_GSA
tule_basin_water_quality_coalition,Group
ukiah,City
west_las_posas,Basin
woodard_curran,Company
luhdorff_and_scalmanini_consulting_engineers,Company
san_benito_river,Natural_Feature
success_reservoir,Infrastructure
urban_water_management_plan,Technical
muir,Nonsense
sdac,Group
alyson_watson,Person
city_of_oxnard,City
clean_water_act,Legal
department_of_pesticide_regulation,State_Gov
dry_creek,Natural_Feature
purisima_formation,Natural_Feature
thomes_creek,Natural_Feature
western_municipal_water_district_groundwater_sustainability_agency_riverside_arlington,Local_GSA
aptos,City
groundwater_management_agency,Group
monitoring_entities,Technical
mugu,Basin
paso,Nonsense
total_nitrogen_applied,Technical
integrated_water_flow_model,Technical
john,Nonsense
paso_robles_subbasin,Basin
san_jacinto_river,Natural_Feature
yihm,Nonsense
camarillo,City
hueneme,Nonsense
temescal_groundwater_sustainability_agency,Other_GSA
wyandotte_creek_subbasin,Basin
anderson,City
city_of_santa_cruz,City
community_services_district,District
irrigation_training_and_research_center,Group
na,Nonsense
richmond,City
taylor,Nonsense
alyson,Person
arroyo_seco_cone_management_area,Geographic_Unit
los_molinos,City
nacimiento,Natural_Feature
santa_clara_county,County
springs_fault,Natural_Feature
success_dam,Infrastructure
asgsa,Other_GSA
epworth_gravels_aquifer,Natural_Feature
central_valley_regional_water_quality_control_board,State_Gov
city_of_buellton,City
faunt,Person
national_environmental_policy_act,Federal_Gov
precipitation_runoff_modeling_system,Technical
stakeholder_communication_and_engagement_plan,Technical
appendix_a,Reference
basin_analysis_report,Technical
bylaws,Legal
county_of_monterey,County
glenn,County
napa_valley_integrated_hydrologic_model,Technical
terra_bella_irrigation_district,District
ukiah_valley_basin_groundwater_sustainability_agency,Local_GSA
coastal_plain_model,Technical
langley_subbasin,Basin
modflow_usg,Technical
san_joaquin_river_exchange_contractors_groundwater_sustainability_plan_group,Group
sierra_valley_hydrogeologic_system_model,Technical
sustainability_indicator,Technical
svbgsa_board,Group
vina_subbasin,Basin
af_year,Nonsense
colusa_county,County
davids_engineering,District
groundwater_quality_trend_monitoring_program,Technical
management_area,Geographic_Unit
mhi,Nonsense
national_water_quality_laboratory,Federal_Gov
pure_water_soquel,Water_Project
rohde_et_al,Person
san_benito_county_water_district,District
temescal,Basin
ema_groundwater_sustainability_agency,Other_GSA
mrp,Nonsense
napa_valley_floor,Geographic_Unit
northern_central_delta_mendota_region,Geographic_Unit
oak_glen_creek,Natural_Feature
ohwd,District
patterson,City
sustainable_groundwater_management_act_monitoring_network,Technical
hotchkiss,Nonsense
humboldt_county_groundwater_sustainability_agency,Other_GSA
los_alamos_community_services_district,District
management_actions,Nonsense
norco,City
rcs,Nonsense
subarea,Geographic_Unit
wolf_subbasin,Basin
salinas_river_diversion_facility,Infrastructure
santa_monica,City
stony_creek,Natural_Feature
water_board,Group
alameda_county_water_district,District
epworth_gravels_management_area,Geographic_Unit
shasta,County
siskiyou_county,County
yolo,County
yuba_county,County
arvin_groundwater_sustainability_agency,Local_GSA
big_valley_groundwater_basin,Basin
bmo,Nonsense
community_advisory_committee,Group
greenfield,City
merced_subbasin_groundwater_sustainability_agency,Local_GSA
mst,Nonsense
national_water_information_system,Federal_Gov
santa_clara_valley_water_district,District
shasta_county,County
smgwa,District
annual_compliance_form,Reference
arroyo_santa_rosa_groundwater_sustainability_agency,Local_GSA
berkeley,City
chowchilla_water_district,District
city_of_lompoc,City
spring,Natural_Feature
valencia,Geographic_Unit
calimesa_management_area,Geographic_Unit
delano_earlimart_irrigation_district_management_area,Geographic_Unit
east_contra_costa,Geographic_Unit
las_posas_valley,Geographic_Unit
petaluma_valley,Geographic_Unit
salinas_valley_watershed_model,Technical
scv_groundwater_sustainability_agency,Other_GSA
south_mesa,Geographic_Unit
upper_pressure,Natural_Feature
bowman,Nonsense
delta_mendota,Basin
groundwater_ambient_monitoring_and_assessment_program,Technical
lompoc,City
santa_barbara_county_water_agency,Group
setting,Geographic_Unit
castaic_creek,Natural_Feature
county_of_madera,County
national_geodetic_survey,Federal_Gov
olcese_groundwater_sustainability_agency,Other_GSA
shasta_valley,Geographic_Unit
friant_contractors,Group
james_bypass,Water_Project
owens,Nonsense
salinas_valley_basin,Basin
arlington_basin,Basin
city_of_coalinga,City
friant,City
humboldt_county,County
kc,Nonsense
bureau_of_land_management,Federal_Gov
carneros,Geographic_Unit
city_of_madera,City
fugro_west,Company
ims,Technical
lakeview,City
madera_county_groundwater_sustainability_agency,Other_GSA
san_diego,County
san_luis_obispo_creek,Natural_Feature
turlock_irrigation_district,District
central_valley,Geographic_Unit
city_of_hollister,City
ebz,Nonsense
laguna_formation,Natural_Feature
lake_county,County
poe,Nonsense
wyt,Nonsense
kunkel,Nonsense
legislature,Nonsense
monterey_peninsula_water_supply_project,Water_Project
santa_clara_river_estuary,Natural_Feature
sutter,County
wilson_creek,Natural_Feature
beaumont,City
farrar,Nonsense
ghg,Nonsense
lincoln,City
terra_bella,City
water_budget,Technical
yucaipa_creek,Natural_Feature
butano,Basin
edna_valley,Geographic_Unit
forest_service,Federal_Gov
groundwater_sustainability_commission,Group
mercy_springs,Natural_Feature
solano_subbasin_groundwater_sustainability_agency,Local_GSA
water_storage_investment_program,Water_Project
cal_water,Company
california_toxics_rule,State_Gov
channelkeeper,NGO
conejo,Basin
delta_mendota_canal,Infrastructure
enterprise_anderson_groundwater_sustainability_agency_model,Technical
kings_county_water_district,District
natural_communities_dataset,Technical
north_bench_management_area,Geographic_Unit
pou,Nonsense
tier_3_dischargers,Group
af_wy,District
d_technical_advisory_committee,Group
disadvantaged_communities,Group
harwood,Nonsense
jet_propulsion_laboratory,Federal_Gov
rwm_group_governing_board,Group
santa_cruz_county,County
snmp,Nonsense
wy2015,Reference
ag_innovations,Company
camrosa_water_district,District
collaborative,Group
ducor,City
east_contra_costa_irrigation_district,District
el_paso,Local_Gov
et,Nonsense
johnson,Nonsense
kaweah_subbasin_aem,Data_System
langley,Local_Gov
national_toxics_rule,Legal
piru,City
san_luis_canal,Infrastructure
arroyo_seco,Natural_Feature
bear_valley_basin_groundwater_sustainability_agency,Local_GSA
communication_and_engagement_plan,Technical
eel,Natural_Feature
groundwater_sustainability_plan_development,Technical
gssi,Data_System
hspf,Technical
madera_co_groundwater_sustainability_agency,Other_GSA
ojai,City
pacheco_creek,Natural_Feature
redding,City
soil_moisture_budget,Technical
tejon_castac_management_area,Geographic_Unit
af_y,Nonsense
coldwater_management_area,Geographic_Unit
gac,Nonsense
groundwater_flow_model,Technical
hydrological_operations_simulation_system,Technical
maf,Nonsense
mill_creek,Natural_Feature
santa_ynez_uplands,Geographic_Unit
solano_integrated_hydrologic_model,Technical
solvang,City
sonoma_valley,Geographic_Unit
sutter_county,County
water_resources,Natural_Feature
waterford,City
western_upper_principal_aquifer,Natural_Feature
yucaipa,City
adaptive,Nonsense
california_legislature,State_Gov
county_of_fresno,County
joaquin_subbasin,Basin
laguna_seca,Natural_Feature
management_committee,Group
miller,Nonsense
owens_valley_groundwater_authority_groundwater_sustainability_agency_owens_valley,Local_GSA
salt_creek,Natural_Feature
santa_cruz_mid_county_groundwater_agency_gsa,Local_GSA
sustainable_groundwater_management_act_data_viewer,Technical
turlock_model,Technical
byron_bethany_irrigation_district,District
consumer_confidence_report,Technical
franciscan,Nonsense
gonzales,City
groundwater_communication_portal,Data_System
kelsey_creek,Natural_Feature
lindsay,City
national_cooperative_soil_survey_geographic_database,Federal_Gov
north_fork_kings,Natural_Feature
pcbl,Company
santa_rosa_plain,Basin
solano_subbasin_groundwater_sustainability_plan,Technical
upper_valley_subbasin,Basin
appendix_g,Reference
facility,Nonsense
fcgma_board,Group
groundwater_sustainability_plan_annual_reports,Technical
metropolitan_water_district,District
moorpark,City
mpep,Nonsense
north_san_benito_basin,Basin
projected,Nonsense
san_francisco_estuary_institute,NGO
santa_ana_watershed_project_authority,Group
santa_barbara,County
soledad,City
affiliated_party,Nonsense
appendix_k,Reference
basin_management_objectives,Legal
data,Technical
department_of_health_services,State_Gov
dms,Nonsense
dos_palos,City
fresno_river,Natural_Feature
groundwater_assessment_report,Technical
ione_formation,Natural_Feature
mendocino_county,County
morongo_band_of_mission_indians,Group
reclamation_district,District
san_luis_valley,Geographic_Unit
soil_agricultural_groundwater_banking_index,Technical
templeton,City
tule_river_authority,Group
turner,Nonsense
van_duzen,Basin
alameda,County
buellton,City
calleguas_municipal_water_district,District
central_coast_water_authority,Group
city_of_camarillo,City
city_of_galt,City
eastside,District
groundwater_sustainability_agency_parties,Group
hamilton_city,City
kern_fan,Natural_Feature
lsce_team,Group
madera_water_district,District
mas,Nonsense
table_c3,Reference
city_of_fillmore,City
contra_costa_county,County
corning_subbasin_advisory_board,Group
department_of_agriculture,Federal_Gov
