"lat","lng","DAC","place_name","place_type"
38.447587351548,-122.614729262876,0,"oakmont_village_association","neighborhood"
37.3514776297143,-121.793988417049,0,"terrace_hill","neighborhood"
37.3131343931114,-121.778496488794,0,"fowler_creek","neighborhood"
37.3003712548894,-121.794402359444,0,"silver_creek_high_school","neighborhood"
37.3147040801898,-121.947773255886,0,"magliocco_-_huff","neighborhood"
37.3281284851824,-121.898298417992,0,"park_-_lorraine","neighborhood"
37.318456192752,-121.89196531623,0,"gardner","neighborhood"
37.757432900685,-122.445214320265,0,"clarendon_heights","neighborhood"
37.7484816260498,-122.446219470223,0,"midtown_terrace","neighborhood"
37.7529989877232,-122.446109583108,0,"upper_market","neighborhood"
37.7627990913057,-122.402106051669,0.5,"potrero_hill","neighborhood"
37.7306636895801,-122.416237635871,0.5,"portola","neighborhood"
37.7212729346079,-122.45428165564,0,"ingleside","neighborhood"
37.7194692668182,-122.450184835607,0,"oceanview","neighborhood"
34.1734598156542,-117.289179195232,0.5,"cajon","neighborhood"
33.1774520502231,-117.263120165815,0.5,"ocean_hills","neighborhood"
33.146279461141,-117.067280200769,0.5,"midway","neighborhood"
33.1285701474078,-117.084927178746,0.5,"central_escondido","neighborhood"
38.7516945953704,-121.253616629594,0,"lead_hill","neighborhood"
34.173185221652,-118.506776716631,0,"encino_village","neighborhood"
34.0465563840309,-117.379605295615,0.5,"agua_mansa_industrial_corridor","neighborhood"
34.1352423954696,-118.256413587284,0.5,"pacific_-_edison","neighborhood"
34.1354280876626,-118.253350312647,0.5,"mariposa","neighborhood"
34.1295187098056,-118.25257579604,0.5,"adams_hill","neighborhood"
34.112050291554,-117.305792033067,1,"la_plaza","neighborhood"
34.1330037922551,-118.252211201633,0.5,"tropico","neighborhood"
34.084589661737,-118.346367545071,0,"melrose","neighborhood"
34.1340545196938,-117.239990761571,0.5,"san_gorgonio","neighborhood"
34.1090747981411,-118.282893724127,0.5,"los_feliz","neighborhood"
34.0880046275248,-118.272330753987,0.5,"silver_lake","neighborhood"
34.0670641569038,-118.3573740302,0.5,"la_brea","neighborhood"
34.0504458133547,-118.403979824998,0.5,"cheviot_hills","neighborhood"
34.0314619866109,-118.394823045305,0,"castle_heights","neighborhood"
34.0304631426346,-118.445450684186,0,"sawtelle","neighborhood"
32.6333860064648,-117.015631891485,0,"rancho\del_rey_iii","neighborhood"
37.3090721382981,-121.765607044815,0,"chaboya","neighborhood"
37.3528049325348,-121.851062161274,1,"mayfair_north","neighborhood"
32.6490093340122,-117.010143371075,0,"rancho_del_rey","neighborhood"
38.4191551574254,-122.737420518927,0.5,"southwest_santa_rosa","neighborhood"
37.3649895377752,-121.846459792138,1,"alexian","neighborhood"
37.3627093617167,-121.839370258221,0.5,"gramercy_and_alexander","neighborhood"
37.3117740798671,-121.858572738288,0.5,"spartan_keyes_and_wool_creek","neighborhood"
37.3273785354549,-121.850441849318,0,"kennedy","neighborhood"
37.7162921922472,-122.464970237207,0,"ingleside_heights","neighborhood"
37.7624707900424,-122.4808166594,0,"outer_sunset","neighborhood"
37.7476497777958,-122.477658126366,0,"parkside","neighborhood"
37.5867569056433,-122.375673088143,0,"easton_addition","neighborhood"
37.7154350732158,-122.476550393343,0.5,"parkmerced","neighborhood"
37.4738911182321,-122.21024651983,0,"fair_oaks","neighborhood"
33.9556791344459,-117.333417079679,0.5,"canyon_crest","neighborhood"
32.9098824703674,-117.093444744152,0,"scripps_ranch","neighborhood"
34.054441043018,-117.197735874996,0.5,"redlands","neighborhood"
34.1754281870722,-117.317359514816,0.5,"university","neighborhood"
38.7546017293447,-121.332592588957,0.5,"woodcreek_oaks","neighborhood"
36.788371582966,-119.805120610558,0,"fig_garden","neighborhood"
34.2333984889364,-118.465772322481,0.5,"north_hills_east","neighborhood"
33.8129087113294,-118.129603401397,0,"south_of_conant","neighborhood"
32.6173448242412,-117.031058514641,0,"sunbow","neighborhood"
38.706320424958,-121.37955818029,0.5,"north_country","neighborhood"
34.0604481849354,-118.271933631062,1,"westlake_south","neighborhood"
33.7571690944231,-117.879581569553,0.5,"washington_square","neighborhood"
38.657907053143,-121.501101260825,0,"natomas_park","neighborhood"
33.7852604321528,-117.910525764196,0.5,"anaheim_resort","neighborhood"
33.75068761555,-117.924572308202,0.5,"riverview_west","neighborhood"
38.6387191658123,-121.533696500447,0.5,"gateway_west","neighborhood"
38.6132703458946,-121.526475308896,0,"willow_creek","neighborhood"
33.7642884107282,-117.89997577146,0,"edna_park","neighborhood"
33.7579834243142,-117.915906519595,0.5,"santa_anita","neighborhood"
34.1991554341326,-118.411648085536,0.5,"valley_glen","neighborhood"
34.0223847211111,-118.491047117936,0.5,"downtown","neighborhood"
34.1191371047562,-118.200907423252,0.5,"highland_park","neighborhood"
37.379160603859,-121.845133345291,0,"mayglen_-_little_rock","neighborhood"
37.3734402749935,-121.848912960507,0,"cedarville_-_giannotta","neighborhood"
37.3604544083303,-121.860546276856,1,"el_ranco_verde","neighborhood"
37.3773493408662,-121.82835981273,0,"la_pala","neighborhood"
37.3739467126061,-121.83165750211,0,"john_vianney","neighborhood"
37.3946482244836,-121.852470056171,0,"st._victor","neighborhood"
37.3452835920815,-121.837552121586,1,"poco","neighborhood"
37.3034742804332,-121.86987970097,0,"the_plant","neighborhood"
34.1506190621308,-118.267197214433,0.5,"vineyard","neighborhood"
37.3262029192012,-121.858771357574,1,"little_saigon_and_spring_brook","neighborhood"
37.4067400722558,-121.851011888418,0,"piedmont","neighborhood"
37.3182380906384,-121.922253333801,0,"buena_vista","neighborhood"
33.7422100678548,-118.104790130923,0,"old_towne","neighborhood"
33.7461939099053,-118.10780882154,0,"bridgeport","neighborhood"
33.7678062786199,-118.180628865491,0.5,"alamitos_beach","neighborhood"
33.8797239114266,-118.17266036159,0.5,"north_long_beach","neighborhood"
34.038777950266,-118.49233669761,0,"north_of_montana","neighborhood"
37.7817784156504,-122.481568083411,0,"little_russia","neighborhood"
37.7815250886342,-122.475363249398,0,"central_richmond","neighborhood"
37.7852489862937,-122.475619482685,0,"lake_street","neighborhood"
37.7731657548016,-122.491767558531,0,"outer_richmond","neighborhood"
37.7376329136275,-122.388398504089,0,"bayview","neighborhood"
33.7917119821322,-118.17450263388,1,"poly_high","neighborhood"
34.0036370024579,-118.442427925398,0.5,"mar_vista","neighborhood"
37.8447128810908,-122.241150867988,0,"upper_rockridge","neighborhood"
37.8262596190803,-122.215755678736,0,"montclair","neighborhood"
37.8036848785918,-122.212101269163,0,"upper_dimond","neighborhood"
37.7839133481339,-122.196377398787,0,"maxwell_park","neighborhood"
37.7813136637867,-122.184940141046,0,"mills_college","neighborhood"
37.7899307609003,-122.181550232749,0,"redwood_heights","neighborhood"
37.8478651490466,-122.274280908657,0,"south_berkeley","neighborhood"
37.7171725095444,-122.136128951182,0.5,"assumption_parish","neighborhood"
37.7129836590276,-122.132970931737,0.5,"upper_bal","neighborhood"
34.2371714613112,-118.445887841698,0.5,"arleta","neighborhood"
37.7032550598836,-122.130737211536,0.5,"lower_bal","neighborhood"
37.635258296084,-122.07981464969,0.5,"harder-tennyson","neighborhood"
37.6417775035378,-122.067411101813,0,"whitman_-_wocine","neighborhood"
38.7643409299691,-121.303458191032,0.5,"kaseberg_-_kingswood","neighborhood"
38.8044327969396,-121.334619585048,0,"blue_oaks","neighborhood"
38.785067066056,-121.293358462987,0,"highland_reserve","neighborhood"
37.5519841170394,-121.948804628013,0,"kimber_-_gomes","neighborhood"
37.542620789925,-121.936324487692,0,"mission_valley","neighborhood"
34.0664488050991,-117.154175671483,0.5,"north_redlands","neighborhood"
37.9133247201329,-122.376881695452,0,"point_richmond","neighborhood"
37.9275654061007,-122.345189954354,1,"stege","neighborhood"
37.9282598690625,-122.356529553873,0.5,"coronado","neighborhood"
34.0054861597443,-118.313022522996,0.5,"leimert_park","neighborhood"
34.1415400221272,-118.231270369951,0.5,"somerset","neighborhood"
34.2117945571924,-118.590663047874,0.5,"canoga_park","neighborhood"
33.8115712921934,-118.323780562959,0,"southeast_torrance","neighborhood"
33.8211245308811,-118.09609824267,0,"carson_park","neighborhood"
34.1217435247332,-117.304691085388,0.5,"roosevelt","neighborhood"
34.0895728288989,-118.384972162052,0.5,"norma_triangle","neighborhood"
34.0253571875112,-118.337736267295,0.5,"crenshaw","neighborhood"
34.0035275984502,-118.39679948807,0,"studio_village","neighborhood"
34.0504683418835,-117.16139585873,0.5,"south_redlands","neighborhood"
34.0592418376715,-118.269484354738,1,"westlake_north","neighborhood"
34.0313932761252,-118.385832954575,0.5,"palms","neighborhood"
34.0354595034571,-118.487937351628,0.5,"wilshire_montana","neighborhood"
37.3597189788549,-121.827678761685,0,"lyndale","neighborhood"
37.3915616606096,-121.868007594649,0,"old_post","neighborhood"
37.3956805302791,-121.899320966416,0,"brokaw","neighborhood"
37.2976303009136,-121.909471800142,0,"willow_glen_west","neighborhood"
34.058512144182,-118.076654090118,0.5,"garvey","neighborhood"
37.3855604250613,-121.879243459667,0,"vinci_north","neighborhood"
37.2895904796813,-121.900687278385,0,"cherry","neighborhood"
37.2812630055666,-121.93390496408,0,"bonnett","neighborhood"
37.7904205855694,-122.410540389475,0.5,"lower_nob_hill","neighborhood"
37.7861600809295,-122.413901722972,0.5,"tenderloin","neighborhood"
33.9897388336416,-117.364718657029,0.5,"downtown_riverside","neighborhood"
34.0111092856891,-117.370098098024,0.5,"northside","neighborhood"
38.7669617479053,-121.239576617935,0,"east_roseville_parkway","neighborhood"
38.754997392664,-121.271783225439,1,"enwood","neighborhood"
38.7638515179076,-121.289573972877,0,"diamond_oaks","neighborhood"
34.1413441944437,-117.215104078243,0.5,"amber_hills","neighborhood"
34.1443124309231,-117.203315596897,0.5,"small_canyon","neighborhood"
38.0316070490145,-121.319899616565,0.5,"bear_creek","neighborhood"
38.0021008173266,-121.292814410531,0.5,"valley_oak","neighborhood"
33.7349888077971,-117.941694057496,0,"west_grove_valley","neighborhood"
36.7974920664565,-119.654985464877,0,"loma_vista","neighborhood"
33.7117928947347,-117.995201253865,0.5,"oak_view","neighborhood"
33.7183275258853,-118.066787535727,0,"sunset_beach","neighborhood"
38.4678200639746,-121.437280372603,0.5,"valley_hi_/_north_laguna","neighborhood"
37.4060290875054,-122.12994969304,0,"green_acres","neighborhood"
37.255917585803,-121.917614212639,0,"oster","neighborhood"
37.2522091119878,-121.901419545404,0,"branham_-_kirk","neighborhood"
37.2391084996184,-121.929939522287,0,"cambrian","neighborhood"
37.248190528659,-121.87705041746,0,"almaden_community_association","neighborhood"
37.2351915511047,-121.782352330391,0,"santa_teresa","neighborhood"
34.1248801018618,-117.20216081167,0.5,"crossroads","neighborhood"
37.7393664130887,-122.433318692089,0,"fairmount","neighborhood"
37.731485176191,-122.402035553491,0.5,"silver_terrace","neighborhood"
37.8078536755817,-122.217203816737,0.5,"glenview","neighborhood"
37.7775164033913,-122.176423927034,0.5,"millsmont","neighborhood"
37.8857871530613,-122.250141077616,0,"berkeley_hills","neighborhood"
37.8834900641023,-122.264215518679,0,"north_berkeley","neighborhood"
37.8805195943557,-122.287061775362,0,"northwest_berkeley","neighborhood"
33.4584384181046,-117.097851777285,0,"wolf_creek","neighborhood"
37.6973548231865,-122.142877146586,0.5,"floresta_gardens_-_bradrick","neighborhood"
37.6938800796966,-122.147378801768,0.5,"washington_manor_-_bonaire","neighborhood"
33.9602620405267,-117.422270265371,0.5,"grand","neighborhood"
37.5518259996851,-122.000631722348,0,"glenmoor","neighborhood"
37.6399271296467,-122.057574559231,0.5,"mission_-_garin","neighborhood"
37.618527755022,-122.031964271854,0,"fairway_prk","neighborhood"
33.8195091236311,-116.541250228771,0.5,"downtown_palm_springs","neighborhood"
37.5372859149264,-121.971154037994,0,"south_sundale","neighborhood"
40.5962703958644,-122.370523302363,0.5,"bluffs","neighborhood"
40.6013805823401,-122.354731442146,1,"tanglewood","neighborhood"
40.5715741316159,-122.434413485876,0,"mary_lake","neighborhood"
40.579253231873,-122.421249797263,0,"lakeside_avenues_subdivision","neighborhood"
38.8927225761303,-121.283957686855,0.5,"downtown_lincoln","neighborhood"
40.5893575953195,-122.404802722168,0.5,"lakeview","neighborhood"
37.9273351280848,-122.326693593662,0.5,"park_plaza","neighborhood"
40.6215076322886,-122.396059337349,1,"jennifer_manor","neighborhood"
40.6175731625442,-122.369852908335,1,"redding_valley_view_subdivision","neighborhood"
40.5468453093264,-122.326678887212,0,"saratoga_north-amend_2565","neighborhood"
40.5547105832684,-122.349534187233,1,"echo_oaks_subdivision","neighborhood"
40.5474115793941,-122.339575939039,0.5,"alta_mesa","neighborhood"
40.5888232009145,-122.427560160928,0,"sunset_terrace","neighborhood"
40.5680031864651,-122.419749759136,0,"ridgeview","neighborhood"
40.5236881096777,-122.364205613753,0,"girvan","neighborhood"
40.5435001743694,-122.346396564598,0.5,"enterprise","neighborhood"
40.5428446183754,-122.333325155058,0,"victor_estates","neighborhood"
40.6057132953292,-122.368063848039,1,"woodcliff_estates","neighborhood"
40.6152913554985,-122.381733800278,1,"northpoint","neighborhood"
40.5889191632702,-122.347712680902,1,"mt_shasta_mall","neighborhood"
40.5983376639441,-122.344930518358,1,"quail_ridge","neighborhood"
36.7104411440843,-119.812304817756,0.5,"edison","neighborhood"
34.1571327775018,-118.26991481958,0.5,"fremont_park","neighborhood"
34.1598403558123,-118.277683257785,0,"pelanconi","neighborhood"
38.0246416603133,-121.357628125847,0.5,"sherwoods_manor","neighborhood"
37.3766552845867,-122.165771848695,0,"palo_alto_hills","neighborhood"
37.2521852039626,-121.879247343533,0,"dentwood","neighborhood"
37.306903075498,-121.824508759713,0,"windmill_springs","neighborhood"
37.3058328375985,-121.805632791856,0,"brigadoon","neighborhood"
37.3103058912392,-121.77989008755,0,"fowler","neighborhood"
37.7181798527642,-122.418761343452,1,"mclaren_park","neighborhood"
36.5569596482232,-121.923174683052,0,"northwest_carmel","neighborhood"
32.8148107672136,-117.22675427362,0.5,"pacific_beach","neighborhood"
33.912229267568,-117.453679385169,0.5,"arlington","neighborhood"
34.0139376305841,-117.4295959045,0,"sunnyslope","neighborhood"
34.1560937031986,-118.697010389409,0,"malibu_canyon","neighborhood"
37.7786361846465,-122.431776637653,0.5,"alamo_square","neighborhood"
37.7562388242312,-122.418857278542,0.5,"mission_district","neighborhood"
37.7580711975913,-122.4328862583,0,"eureka_valley","neighborhood"
37.7850294130471,-122.456262954799,0,"jordan_park","neighborhood"
37.757627025137,-122.429057551062,0,"dolores_heights","neighborhood"
37.7914584036563,-122.417495148024,0.5,"nob_hill","neighborhood"
37.7956764975338,-122.405824920533,0.5,"chinatown","neighborhood"
37.7772028970599,-121.552688207218,0,"bethany_village","neighborhood"
37.9353266076563,-121.302824713405,0.5,"seaport","neighborhood"
38.053177660723,-121.360176414898,0,"spanos_park","neighborhood"
37.9978830782908,-121.353684302499,0.5,"lincoln_village_west","neighborhood"
38.0356871706772,-121.33402933746,0.5,"stonewood","neighborhood"
37.9156358604521,-121.232285237341,0.5,"park","neighborhood"
37.9033633813533,-121.290025094081,0.5,"weston_ranch","neighborhood"
37.5813353385668,-122.000367402162,0,"niles","neighborhood"
37.7249275188739,-122.1508627777,0,"estudillo_estates_-_glen","neighborhood"
37.5605906466241,-122.059336694274,0.5,"ardenwood","neighborhood"
37.5708711278617,-122.038004993399,0,"northgate","neighborhood"
37.550770776638,-121.963335386076,0,"central_district","neighborhood"
37.6473248155306,-122.114285489176,0.5,"mt._eden","neighborhood"
37.548001607523,-122.013139214436,0,"centerville","neighborhood"
37.4861110923067,-121.958714018796,0,"baylands","neighborhood"
35.292326152065,-119.052261293003,1,"ridgeview_estates","neighborhood"
35.274220863425,-119.052253128693,1,"stone_creek","neighborhood"
38.6105800049398,-121.501497488913,1,"natomas_corporate_center","neighborhood"
38.5429384705205,-121.238999833389,0,"anatolia_village","neighborhood"
38.4137761631467,-122.761337203147,0,"wright_area_action_group","neighborhood"
38.4689668200077,-122.643743519274,0,"skyhawk_commmunity","neighborhood"
37.4974427711005,-121.932323143929,0,"east_industrial","neighborhood"
37.6645352583913,-122.093871683077,0,"burbank","neighborhood"
37.5671753700202,-122.015778424791,0,"brookvale","neighborhood"
37.6516414121859,-122.08532723565,0.5,"jackson_triangle","neighborhood"
37.5660852793562,-121.998511049584,0,"parkmont","neighborhood"
37.6620445938244,-122.067789400572,0,"mission/foothills","neighborhood"
37.5419416626675,-121.987270511773,0,"sundale","neighborhood"
37.5364825882121,-121.924964621031,0,"mission_san_jose","neighborhood"
37.7141014099106,-121.72927797929,0.5,"springtown","neighborhood"
37.5219038791118,-121.9534416553,0,"grimmer","neighborhood"
37.7236052910698,-122.160471136005,0.5,"old_san_leandro","neighborhood"
37.8221687414873,-122.249689931529,0,"grand_lake","neighborhood"
37.8031183895552,-122.263844266158,0.5,"lakeside","neighborhood"
37.8010980102481,-122.265120564049,0.5,"civic_center","neighborhood"
37.7934620052733,-122.265816727711,0,"produce_and_waterfront","neighborhood"
37.7940367733117,-122.254425828879,0.5,"merritt","neighborhood"
37.8015805808094,-122.250209805819,0.5,"cleveland_heights","neighborhood"
37.8092376341245,-122.27047573693,0.5,"uptown","neighborhood"
37.8138173320278,-122.263562529398,0.5,"northgate_-_waverly","neighborhood"
37.8005389390838,-122.276586338906,0,"old_oakland","neighborhood"
37.78627235148,-122.170414908743,0,"caballo_hills","neighborhood"
37.8703657800329,-122.267566012424,0.5,"downtown_berkeley","neighborhood"
37.856749584707,-122.220090364169,0,"claremont_hills","neighborhood"
37.8132259231293,-122.256473145744,0,"adams_point","neighborhood"
37.5641178125136,-121.971366804988,0,"cherry_-_guardino","neighborhood"
37.652167670223,-122.039718241006,0,"hayward_highland","neighborhood"
37.8110229490768,-122.30191092721,0.5,"prescott","neighborhood"
37.5354025103249,-121.959225955157,0.5,"irvington","neighborhood"
37.4709739894971,-121.913424546253,0,"warm_springs","neighborhood"
37.8115856789272,-122.288859996947,0.5,"oak_center","neighborhood"
37.8319549848162,-122.252855046068,0.5,"piedmont_avenue","neighborhood"
37.8654453749753,-122.263213752331,1,"southside","neighborhood"
37.8513526247032,-122.269306917,0,"bushrod","neighborhood"
38.7796664137156,-121.278400027334,0,"harding","neighborhood"
38.864198788429,-121.235968399859,0,"verdera","neighborhood"
38.5398876949493,-121.731016798082,1,"interland/univ._research_park","neighborhood"
38.5656114019631,-121.726799270838,0,"green_meadows","neighborhood"
38.5608053596484,-121.71554905567,0,"slide_hill_park","neighborhood"
38.5529920314935,-121.722528157266,1,"rancho_yolo","neighborhood"
38.5446423430657,-121.702620407993,0,"willowcreek","neighborhood"
37.5487600622744,-122.302994461636,0,"south_san_mateo","neighborhood"
37.5829864266796,-122.329210934714,0.5,"north_central","neighborhood"
37.5710895631363,-122.299936832487,0,"shoreview","neighborhood"
37.4677917059234,-122.217855774717,0,"redwood_oaks","neighborhood"
37.6600620305616,-122.420488937968,0,"sign_hill","neighborhood"
37.7012331882669,-122.460741657284,0.5,"hillside","neighborhood"
37.5628205524979,-122.328433290793,0,"baywood_-_aragon","neighborhood"
37.6821295710883,-122.397645283775,0,"bayside_ridge","neighborhood"
37.6596374386121,-122.43434576789,0,"sunshine_gardens","neighborhood"
37.7004651816678,-122.45618784216,0,"crocker","neighborhood"
38.5054937180431,-121.544349499893,0.5,"pocket","neighborhood"
38.5507751026905,-121.449314148955,1,"fairgrounds","neighborhood"
38.6487978983257,-121.443082372518,0.5,"robla","neighborhood"
38.6293813431413,-121.452379892705,0.5,"west_del_paso_heights","neighborhood"
38.4690938754495,-121.388537590643,0,"glen_ivy","neighborhood"
38.6512736917535,-121.514938539547,0.5,"rp_sports_complex","neighborhood"
38.5919785054703,-121.278414384974,0,"prospect_green_open_space","neighborhood"
38.6188664391323,-121.5106667088,0.5,"south_natomas","neighborhood"
38.6605683281432,-121.539380170561,0.5,"westlake","neighborhood"
38.2859616275936,-121.291949770194,0,"country_meadows","neighborhood"
38.4757092165134,-121.42976873553,0.5,"parkway","neighborhood"
38.2722408459836,-121.296818953753,0.5,"river_oaks","neighborhood"
38.63789849402,-121.464304932091,1,"norwood_tech","neighborhood"
38.4177661273326,-121.475056194024,0,"laguna_west","neighborhood"
38.7007314574034,-121.369354202552,0,"sunrise_antelope","neighborhood"
38.6530703612614,-121.462185825268,0.5,"glenwood_meadows","neighborhood"
38.4735287903967,-121.325114400411,0,"wildhawk_west","neighborhood"
38.6273305238321,-121.462557786358,1,"strawberry_manor","neighborhood"
38.620974332233,-121.452225140489,1,"richardson_village","neighborhood"
38.514448268729,-121.538315123823,0.5,"greenhaven","neighborhood"
38.5104980673634,-121.519028709628,0.5,"south_land_park","neighborhood"
38.5600412045006,-121.47486335283,0.5,"newton_booth","neighborhood"
38.5362011550222,-121.445030009693,0.5,"colonial_heights","neighborhood"
37.6556379794758,-122.448012577083,0,"serra_highlands","neighborhood"
37.6813193490265,-122.404569144419,0,"uptown_brisbane","neighborhood"
37.4814432046856,-122.234568462677,0,"mount_carmel","neighborhood"
37.4681637103145,-122.227141056655,0.5,"palm_park","neighborhood"
37.5381799782304,-122.242729551334,0,"redwood_shores","neighborhood"
37.5750079978809,-122.349685386966,0,"burlingame_park","neighborhood"
38.6382606078529,-121.433993570242,1,"del_paso_heights","neighborhood"
38.6217197371991,-121.405653499747,1,"bohemian_village","neighborhood"
38.6961318269534,-121.369419365363,0.5,"larchmont_village","neighborhood"
38.473433627738,-121.494069706733,0.5,"meadowview","neighborhood"
38.5574356495506,-121.430708537923,0,"east_sacramento","neighborhood"
38.4990541552223,-121.477001694977,1,"woodbine","neighborhood"
38.6730983291775,-121.19900188099,0,"palisades","neighborhood"
38.5358942548445,-121.431301292043,1,"tahoe_park_south","neighborhood"
38.5359818220994,-121.424299352925,1,"colonial_manor","neighborhood"
38.5763038371233,-121.480818365862,0.5,"midtown","neighborhood"
38.719616633793,-121.339337977699,0,"highland_hill","neighborhood"
38.6391202225851,-121.37198926368,1,"evergreen_estates","neighborhood"
38.7167251944563,-121.343109104324,0,"greens","neighborhood"
38.5613929002394,-121.482216870122,1,"poverty_ridge","neighborhood"
38.5223653312042,-121.430668983958,1,"fruitridge_manor","neighborhood"
38.6314464677557,-121.462853547764,1,"johnson_heights","neighborhood"
38.6021389333236,-121.463054594616,1,"woodlake","neighborhood"
38.5774915170142,-121.466897032604,0.5,"marshall_school","neighborhood"
38.6126724760727,-121.449618965477,1,"old_north_sacramento","neighborhood"
38.7229625595899,-121.379802756957,0,"rapozo_court","neighborhood"
38.5373950788501,-121.467654431203,1,"south_oak_park","neighborhood"
38.6716962162131,-121.535154165932,0,"natomas_creek","neighborhood"
38.5222827122437,-121.452289452174,1,"sandra_heights","neighborhood"
38.5131434856018,-121.452168278907,1,"fruitridge_vista","neighborhood"
38.6368160632049,-121.518474439162,0.5,"natomas_crossing","neighborhood"
38.6805311178096,-121.512544156663,0.5,"heritage_park","neighborhood"
38.6676424604766,-121.137531945719,0,"willow_creek_estates_south","neighborhood"
38.5547581329613,-121.237180633174,0,"anatolia","neighborhood"
38.6821858060361,-121.23260167097,1,"woodhaven_heights","neighborhood"
38.5973912484101,-121.458575455867,0,"johnston_business_park","neighborhood"
38.4893559044244,-121.411754967865,1,"scottsdale","neighborhood"
38.6810508807953,-121.132533375999,0,"willow_creek_estates_east","neighborhood"
38.6792391557476,-121.117727879231,0,"the_parkway","neighborhood"
38.5578749992798,-121.454052003868,0,"elmhurst","neighborhood"
38.5147290053734,-121.443398175086,1,"cloverdale_manor","neighborhood"
38.5108517657978,-121.389994545405,1,"florin_fruitridge_industrial_park","neighborhood"
38.7170670527271,-121.361770991249,1,"antelope_highlands","neighborhood"
38.4842414010481,-121.41104866546,0.5,"cottonwood","neighborhood"
38.7073496055715,-121.339069594771,0,"east_antelope_woods","neighborhood"
38.666721859888,-121.264517671263,0,"walnut_grove_estates","neighborhood"
38.5463359624276,-121.284508939312,0,"mather","neighborhood"
38.6199191601698,-121.461466121881,1,"wills_acres","neighborhood"
38.7077807120895,-121.359072696197,0,"winje_estates","neighborhood"
38.645920323571,-121.533854163971,0,"sundance_lake","neighborhood"
38.6314730828276,-121.375646248838,1,"gary_gardens","neighborhood"
38.6397638665423,-121.35128680268,0,"cypress_manor","neighborhood"
38.5708369567344,-121.397593428345,0,"sierra_oaks","neighborhood"
38.5594583669705,-121.399254626175,0.5,"college/glen","neighborhood"
38.614757161787,-121.454343969791,1,"noralto","neighborhood"
38.6705041612582,-121.530413695897,0,"creekside","neighborhood"
38.4930260729052,-121.422087041589,0.5,"lindale","neighborhood"
38.7234685174931,-121.371935233226,0,"larchmont_antelope_creek","neighborhood"
38.7175461560612,-121.369429524813,0,"california_homestead","neighborhood"
38.6532060378453,-121.336198547376,0,"cameron_ranch","neighborhood"
38.6546708075142,-121.32986655715,1,"green_tree","neighborhood"
37.495398801962,-122.241673223172,0,"centennial","neighborhood"
37.5696349028888,-122.272140923424,0,"vintage_park","neighborhood"
37.482443000786,-122.193924222408,0.5,"friendly_acres","neighborhood"
37.666504000474,-122.41396781029,0,"paradise_valley","neighborhood"
37.4583248441195,-122.235922943383,0,"woodside_plaza","neighborhood"
37.4595909215074,-122.149041625671,0,"the_willows","neighborhood"
37.6515196304247,-122.394262902137,0,"the_east_side","neighborhood"
38.4880168762477,-121.419471616572,1,"fleming_heights","neighborhood"
38.7154174223073,-121.377364123544,1,"antelope_heights","neighborhood"
