,,cached_contextual_semantic,triple_jaccard,size_similarity,structural_similarity
7,114,0.35681867599487305,0.0,0.5757575757575757,0.9970834880721726
7,115,0.37904593348503113,0.0,0.5588235294117647,0.9923516617193433
7,116,0.41681918501853943,0.0,0.3220338983050848,0.9943035433397751
7,117,0.36933860182762146,0.0,0.8421052631578947,0.9828844253421751
7,118,0.374232679605484,0.0,0.59375,0.9806847505891848
7,119,0.49048951268196106,0.0,0.5135135135135135,0.9929887963169319
7,120,0.28896331787109375,0.0,0.10526315789473684,0.8939273585477199
7,121,0.38091418147087097,0.0,0.5277777777777778,0.9933059823124568
7,123,0.5239220261573792,0.0,0.8636363636363636,0.981439172271863
7,124,0.4349421560764313,0.0,0.1610169491525424,0.9696192702538027
7,125,0.4289723038673401,0.0,0.368421052631579,0.9731752341230503
7,127,0.31390702724456787,0.0,0.736842105263158,0.9678323431940806
7,128,0.501431941986084,0.0,0.4130434782608695,0.9739123804661828
7,129,0.4776590168476105,0.0,0.19587628865979378,0.9886722117717678
7,130,0.41473764181137085,0.0,0.6551724137931034,0.9910278088669378
7,131,0.39489468932151794,0.0,0.26315789473684215,0.9641606313465928
7,132,0.43354707956314087,0.0,0.4130434782608695,0.9975483397690863
7,133,0.31057700514793396,0.0,0.1578947368421053,0.9002167825583014
7,134,0.32342764735221863,0.0,0.21052631578947367,0.95459671518446
7,136,0.3992209732532501,0.0,0.9047619047619048,0.9951610725463436
7,137,0.3373720645904541,0.0,0.5263157894736843,0.9906824651500593
7,138,0.23844066262245178,0.0,0.1578947368421053,0.9209491001619935
7,139,0.27984240651130676,0.0,0.1578947368421053,0.9323859218776392
7,140,0.35813745856285095,0.0,0.368421052631579,0.988791554781709
7,144,0.3395247161388397,0.0,0.21052631578947367,0.95459671518446
7,145,0.21013708412647247,0.0,0.10526315789473684,0.8939273585477199
7,149,0.2969631254673004,0.0,0.21052631578947367,0.946852411433184
7,150,0.5902990698814392,0.0,0.24675324675324672,0.9687316018704044
7,155,0.23249542713165283,0.0,0.26315789473684215,0.941370443242717
8,9,0.47711846232414246,0.0,0.12,0.9144023815631744
8,11,0.7090152502059937,0.0,0.4807692307692307,0.9851759819901256
8,12,0.7050016522407532,0.0,0.76,0.9454874595061143
8,13,0.6737228631973267,0.0,0.56,0.969269529015651
8,14,0.6384280920028687,0.0,0.56,0.9311340368420425
8,15,0.6708931922912598,0.0,0.34246575342465757,0.9530356186151638
8,16,0.5393800735473633,0.0,0.88,0.9754134624067461
8,17,0.6080948114395142,0.0,0.31999999999999995,0.951587665436707
8,18,0.6905855536460876,0.0,0.6944444444444444,0.9108322147320925
8,19,0.5271286368370056,0.0,0.24,0.9721055493839035
8,20,0.6659458875656128,0.0,0.96,0.9811679049535554
8,21,0.7531631588935852,0.0,0.84,0.9896383679459907
8,22,0.7578405141830444,0.0,0.7352941176470589,0.9929763517357866
8,23,0.395852267742157,0.0,0.84,0.9548409143310789
8,24,0.6724035739898682,0.0,0.6944444444444444,0.9863485778982005
8,25,0.7198347449302673,0.0,0.7352941176470589,0.9875500065491839
8,26,0.6703876256942749,0.0,0.52,0.9665921437571938
8,28,0.7364645600318909,0.0,0.5555555555555556,0.9809298085498506
8,29,0.5269120931625366,0.0,0.4,0.9918792278616392
8,30,0.7536335587501526,0.0,0.5434782608695652,0.9775780471912072
8,31,0.7390943765640259,0.0,0.6944444444444444,0.9725629630210874
8,32,0.6695515513420105,0.0,0.84,0.9983750089282376
8,35,0.652594804763794,0.0,0.040000000000000036,0.7871538646287477
8,36,0.7436531782150269,0.0,0.39682539682539686,0.9809131739074737
8,37,0.5563757419586182,0.0,0.16000000000000003,0.9308769916649964
8,38,0.5495744943618774,0.0,0.8,0.9648297045416563
8,42,0.414089173078537,0.0,0.12,0.8380734959921874
8,43,0.6736733317375183,0.0,0.2808988764044944,0.959063474122124
8,44,0.3345184028148651,0.0,0.16000000000000003,0.9409097610365745
8,45,0.4588111937046051,0.0,0.16000000000000003,0.9163488861039529
8,47,0.4586670994758606,0.0,0.28,0.9655299782985431
8,48,0.5012865662574768,0.0,0.12,0.9438986895796949
8,49,0.6208354234695435,0.0,0.07999999999999996,0.8654010721647409
8,50,0.6623052358627319,0.0,0.6799999999999999,0.9524378712454866
8,51,0.7532506585121155,0.0,0.641025641025641,0.9923613817277868
8,52,0.7619829773902893,0.0,0.5208333333333333,0.9800218273216258
8,53,0.7619829773902893,0.0,0.5208333333333333,0.9800218273216258
8,54,0.7736903429031372,0.004651162790697674,0.12254901960784315,0.9425044074306651
8,56,0.7793981432914734,0.0,0.8,0.9878291518178834
8,57,0.6075146794319153,0.0,0.24,0.9028603327306235
8,58,0.515285849571228,0.0,0.8928571428571429,0.9906027337985918
8,59,0.5999515056610107,0.0,0.84,0.9878067104537407
8,61,0.7233639359474182,0.0,0.4,0.9873628357939987
8,63,0.4153481423854828,0.0,0.43999999999999995,0.994158706119408
8,65,0.6524763703346252,0.0,0.52,0.9704964408570383
8,67,0.6141589879989624,0.0,0.6799999999999999,0.989044663694218
8,70,0.6431547403335571,0.0,0.12,0.9504414387721282
8,71,0.5833138227462769,0.027777777777777776,0.56,0.9868080364802407
8,72,0.5774469971656799,0.0,0.6799999999999999,0.9856397737466664
8,73,0.5865857005119324,0.0,0.6,0.9977447026714067
8,74,0.5783855319023132,0.0,0.7142857142857143,0.9966299027092783
8,75,0.7671953439712524,0.014285714285714285,0.4901960784313726,0.9739434402678132
8,76,0.6883696913719177,0.0,0.07999999999999996,0.9132816924054591
8,77,0.44020146131515503,0.0,0.36,0.9739495348783359
8,78,0.7664604187011719,0.0,0.4032258064516129,0.9708337594426683
8,79,0.7409704327583313,0.0,0.3846153846153846,0.9638704916804234
8,80,0.7470729351043701,0.0,0.4464285714285714,0.9901908435683827
8,81,0.7100382447242737,0.0,0.7352941176470589,0.9827740477790256
8,82,0.737925112247467,0.014285714285714285,0.5319148936170213,0.9698436596418119
8,83,0.7429352402687073,0.021505376344086023,0.352112676056338,0.9544535520903503
8,84,0.7627109289169312,0.021739130434782608,0.92,0.9849406372751183
8,85,0.7558454275131226,0.0,0.6578947368421053,0.9896794301532837
8,86,0.5779985189437866,0.0,0.12,0.9144023815631744
8,87,0.6336833834648132,0.0,0.8,0.9918381041531475
8,88,0.7701963186264038,0.0,0.48,0.9499593072712772
8,89,0.6832127571105957,0.0,0.16000000000000003,0.9578754352142503
8,90,0.7627509832382202,0.0,0.24,0.9680095004132426
8,92,0.518380343914032,0.0,0.96,0.9773752979639809
8,93,0.7071144580841064,0.0,0.6756756756756757,0.9935213255493548
8,94,0.7371803522109985,0.0,0.96,0.9704429433242892
8,95,0.5461888909339905,0.0,0.4,0.9082089698198309
8,96,0.5148489475250244,0.0,0.5952380952380952,0.9754754630050964
8,97,0.7036280632019043,0.0,0.56,0.9617392600482817
8,98,0.692635178565979,0.0,0.19999999999999996,0.9372220663343596
8,99,0.717263400554657,0.0,0.4,0.9647477167966175
8,100,0.6167101860046387,0.0,0.64,0.9928905662225807
8,101,0.7420362234115601,0.0,0.4,0.9860481452866158
8,103,0.6791332364082336,0.0,0.76,0.9845523309493082
8,104,0.34285977482795715,0.0,0.24,0.954594492496637
8,105,0.7228018045425415,0.012987012987012988,0.4545454545454546,0.9880857686311092
8,106,0.6939523220062256,0.0,0.92,0.9860123150895164
8,110,0.7853537797927856,0.0,0.3623188405797102,0.9697555615497353
8,111,0.7696631550788879,0.0,0.6756756756756757,0.9765013500521625
8,112,0.7265319228172302,0.0,0.24,0.9228883997207243
8,113,0.69617760181427,0.0,0.92,0.9877641252810118
8,114,0.665266752243042,0.0,0.7575757575757576,0.9730846605839583
8,115,0.649623692035675,0.0,0.7352941176470589,0.9965157482722826
8,116,0.6772478222846985,0.0,0.423728813559322,0.9924501181954005
8,117,0.7075541615486145,0.0,0.64,0.9906919566218414
8,118,0.7243524193763733,0.0,0.78125,0.9511350780978552
8,119,0.612235426902771,0.0,0.6756756756756757,0.958260355006932
8,120,0.2518998384475708,0.0,0.07999999999999996,0.8654010721647409
8,121,0.7788984775543213,0.0,0.6944444444444444,0.989973123187824
8,123,0.7487243413925171,0.0,0.88,0.9496947186659159
8,124,0.63055020570755,0.0,0.211864406779661,0.9222701716879483
8,125,0.653393030166626,0.0,0.28,0.9551963338778947
8,127,0.7349944114685059,0.0,0.56,0.9916533457435224
8,128,0.5905717015266418,0.0,0.5434782608695652,0.9757183604420078
8,129,0.7651588916778564,0.0,0.25773195876288657,0.9593857679047233
8,130,0.6876280307769775,0.020833333333333332,0.8620689655172413,0.9965354789178995
8,131,0.4758453667163849,0.0,0.19999999999999996,0.9503383475950504
8,132,0.7852925062179565,0.0,0.5434782608695652,0.9786072924855671
8,133,0.4511220455169678,0.0,0.12,0.879878658419072
8,134,0.669792652130127,0.0,0.16000000000000003,0.9308769916649964
8,136,0.7925845384597778,0.0,0.84,0.9930024832729845
8,137,0.7140781283378601,0.0,0.4,0.9728951271418341
8,138,0.6654423475265503,0.038461538461538464,0.12,0.9185135916057598
8,139,0.7144176959991455,0.0,0.12,0.8938831833665453
8,140,0.7282989621162415,0.0,0.28,0.9576859491823648
8,144,0.33851954340934753,0.0,0.16000000000000003,0.9308769916649964
8,145,0.6643862128257751,0.0,0.07999999999999996,0.8654010721647409
8,149,0.317762166261673,0.0,0.16000000000000003,0.9591328059666899
8,150,0.7727487087249756,0.0,0.3246753246753247,0.976595314236533
8,155,0.5765392184257507,0.0,0.19999999999999996,0.89517267122572
9,11,0.506136953830719,0.0,0.05769230769230771,0.9353475891259484
9,12,0.39641761779785156,0.0,0.1578947368421053,0.9320204662699676
9,13,0.3731272518634796,0.0,0.2142857142857143,0.9647690033804273
9,14,0.48855599761009216,0.0,0.2142857142857143,0.8806381197094257
9,15,0.4208946228027344,0.0,0.04109589041095896,0.811540036182363
9,16,0.4512464702129364,0.0,0.13636363636363635,0.9564108637385218
9,17,0.4193204939365387,0.0,0.375,0.9905549177132582
9,18,0.4224027097225189,0.0,0.08333333333333337,0.9448854511576695
9,19,0.3279556334018707,0.0,0.5,0.9690833652384652
9,20,0.4936176836490631,0.0,0.125,0.9182557879337201
9,21,0.48028382658958435,0.0,0.1428571428571429,0.9424158271624661
9,22,0.4513972997665405,0.0,0.08823529411764708,0.8962827298986323
9,23,0.36501097679138184,0.0,0.1428571428571429,0.8475840151328399
9,24,0.44232723116874695,0.0,0.08333333333333337,0.9460594908028331
9,25,0.42834052443504333,0.0,0.08823529411764708,0.913191172495523
9,26,0.45192456245422363,0.0,0.23076923076923073,0.8861283981763955
9,28,0.4826831817626953,0.0,0.06666666666666665,0.9026252602703807
9,29,0.3749820291996002,0.0,0.30000000000000004,0.9422948545921399
9,30,0.5152397751808167,0.0,0.06521739130434778,0.8973440275944835
9,31,0.48412492871284485,0.0,0.08333333333333337,0.9448781215543024
9,32,0.49708548188209534,0.0,0.1428571428571429,0.9199693379591503
9,35,0.39325442910194397,0.0,0.33333333333333337,0.911173372099127
9,36,0.659841775894165,0.0,0.04761904761904767,0.9186122422102904
9,37,0.4430791437625885,0.0,0.75,0.9943984593381783
9,38,0.4443776607513428,0.0,0.15000000000000002,0.95966352253734
9,42,0.25873884558677673,0.0,1.0,0.9298419505315139
9,43,0.45976659655570984,0.0,0.0337078651685393,0.8232670236640597
9,44,0.23589865863323212,0.0,0.75,0.9227235972704417
9,45,0.36833760142326355,0.0,0.75,0.9971418417398149
9,47,0.5410107374191284,0.0,0.4285714285714286,0.9860327633821578
9,48,0.3454665243625641,0.0,1.0,0.9844990050329139
9,49,0.344628244638443,0.0,0.6666666666666667,0.9910803154664327
9,50,0.5184796452522278,0.0,0.17647058823529416,0.9628526642533151
9,51,0.5567737221717834,0.0,0.07692307692307687,0.9230357849424844
9,52,0.5360572934150696,0.0,0.0625,0.868418196498815
9,53,0.5360572934150696,0.0,0.0625,0.868418196498815
9,54,0.540256679058075,0.0,0.014705882352941124,0.772732218376277
9,56,0.4575355052947998,0.0,0.15000000000000002,0.9395684060755579
9,57,0.34336698055267334,0.0,0.5,0.9844744348655352
9,58,0.7000770568847656,0.0,0.1071428571428571,0.935545522890956
9,59,0.4593101441860199,0.0,0.1428571428571429,0.9522547049031181
9,61,0.4591350257396698,0.0,0.30000000000000004,0.9244765928322052
9,63,0.35679957270622253,0.0,0.2727272727272727,0.9389533455447453
9,65,0.4590853154659271,0.0,0.23076923076923073,0.9698190822734697
9,67,0.3920501172542572,0.0,0.17647058823529416,0.9565023222097561
9,70,0.4715036451816559,0.0,1.0,0.9642950836944455
9,71,0.4640953838825226,0.0,0.2142857142857143,0.9300171986706439
9,72,0.46135541796684265,0.0,0.17647058823529416,0.8751824101950083
9,73,0.45119133591651917,0.0,0.19999999999999996,0.9297687633752381
9,74,0.46626707911491394,0.0,0.08571428571428574,0.9075596007448729
9,75,0.5596409440040588,0.0,0.05882352941176472,0.9186039918159733
9,76,0.39596131443977356,0.0,0.6666666666666667,0.9872914577172293
9,77,0.4611901044845581,0.0,0.33333333333333337,0.9264384175675281
9,78,0.5306517481803894,0.0,0.048387096774193505,0.8836093213120197
9,79,0.5056051015853882,0.0,0.0461538461538461,0.8610902636024867
9,80,0.5159944295883179,0.0,0.0535714285714286,0.9031673505350956
9,81,0.5277143120765686,0.0,0.08823529411764708,0.9026857418249999
9,82,0.6574870347976685,0.0,0.06382978723404253,0.8871876932426375
9,83,0.6421286463737488,0.0,0.04225352112676062,0.8592318193988167
9,84,0.49895527958869934,0.0,0.13043478260869568,0.9309895221000339
9,85,0.45615482330322266,0.0,0.07894736842105265,0.9150926092145923
9,86,0.3798511028289795,0.0,1.0,1.0
9,87,0.5235881209373474,0.0,0.15000000000000002,0.9515613817126762
9,88,0.539052426815033,0.0,0.25,0.9843135966001328
9,89,0.3549709618091583,0.0,0.75,0.9805769485403018
9,90,0.4642554223537445,0.0,0.5,0.9793846244455111
9,92,0.4931221902370453,0.0,0.125,0.9269917778189978
9,93,0.550960123538971,0.0,0.08108108108108103,0.9286056508719411
9,94,0.4246896803379059,0.0,0.125,0.9668646345134921
9,95,0.4712318480014801,0.0,0.30000000000000004,0.9756066541528077
9,96,0.4779169261455536,0.0,0.0714285714285714,0.9357098429453613
9,97,0.465076208114624,0.0,0.2142857142857143,0.9802845722057406
9,98,0.3253619968891144,0.0,0.6,0.9826456581062459
9,99,0.5017257332801819,0.0,0.30000000000000004,0.9811514806355272
9,100,0.37872663140296936,0.0,0.1875,0.9537529195878924
9,101,0.5279068350791931,0.0,0.30000000000000004,0.9643721153166767
9,103,0.5156801342964172,0.0,0.1578947368421053,0.9595889446863921
9,104,0.32164183259010315,0.0,0.5,0.9836132980268826
9,105,0.5146422982215881,0.0,0.054545454545454564,0.9141208957158027
9,106,0.5099458694458008,0.0,0.13043478260869568,0.9485226658962543
9,110,0.534923255443573,0.0,0.04347826086956519,0.8798895379711881
9,111,0.5625271797180176,0.0,0.08108108108108103,0.946432047756707
9,112,0.4408796727657318,0.0,0.5,0.9951284535044468
9,113,0.43948426842689514,0.0,0.13043478260869568,0.9282345660545275
9,114,0.48694148659706116,0.0,0.09090909090909094,0.9065855799052015
9,115,0.45573702454566956,0.0,0.08823529411764708,0.9244628793022044
9,116,0.4979725778102875,0.0,0.05084745762711862,0.9161683812429677
9,117,0.42533865571022034,0.0,0.1875,0.9568301532995296
9,118,0.5114392638206482,0.0,0.09375,0.9598927316531155
9,119,0.4296104907989502,0.0,0.08108108108108103,0.9121091696184334
9,120,0.24383385479450226,0.0,0.6666666666666667,0.9910803154664327
9,121,0.5080868601799011,0.0,0.08333333333333337,0.8942347171885199
9,123,0.517876148223877,0.0,0.13636363636363635,0.9615304309241204
9,124,0.5259806513786316,0.0,0.025423728813559365,0.8308032929717897
9,125,0.4950290620326996,0.0,0.4285714285714286,0.9882563159522767
9,127,0.4428178369998932,0.0,0.2142857142857143,0.9237038988572003
9,128,0.42100444436073303,0.0,0.06521739130434778,0.8400901052513381
9,129,0.5260996222496033,0.0,0.030927835051546393,0.8675744057725143
9,130,0.562065064907074,0.0,0.10344827586206895,0.9261921337858896
9,131,0.5857087969779968,0.0,0.6,0.992620245868192
9,132,0.5264266133308411,0.0,0.06521739130434778,0.9185351790250016
9,133,0.23585879802703857,0.0,1.0,0.9917460571884641
9,134,0.40547895431518555,0.0,0.75,0.9943984593381783
9,136,0.45632076263427734,0.0,0.1428571428571429,0.9326958627717182
9,137,0.44644784927368164,0.0,0.30000000000000004,0.9695492562177785
9,138,0.3985670506954193,0.0,1.0,0.9921746131311919
9,139,0.3748909533023834,0.0,1.0,0.9859196739525606
9,140,0.47060951590538025,0.0,0.4285714285714286,0.953447210171004
9,144,0.31602564454078674,0.0,0.75,0.9943984593381783
9,145,0.39368295669555664,0.0,0.6666666666666667,0.9910803154664327
9,149,0.3193177580833435,0.0,0.75,0.9778756935034632
9,150,0.5948043465614319,0.0,0.038961038961038974,0.8299826412760049
9,155,0.30420660972595215,0.0,0.6,0.8631615073053683
11,12,0.501266598701477,0.0,0.3653846153846154,0.9830360283817065
11,13,0.46498093008995056,0.0,0.2692307692307693,0.9921374137074443
11,14,0.49317842721939087,0.0,0.2692307692307693,0.9558152258952632
11,15,0.5235556960105896,0.0,0.7123287671232876,0.94848952263127
11,16,0.5130205154418945,0.0,0.42307692307692313,0.9965183680455861
11,17,0.4983105957508087,0.0,0.15384615384615385,0.9710749389886094
11,18,0.5473342537879944,0.0,0.6923076923076923,0.9652991016477611
11,19,0.39019373059272766,0.0,0.11538461538461542,0.9793082248363018
11,20,0.5065410137176514,0.0,0.46153846153846156,0.989088400989072
11,21,0.5270360708236694,0.0,0.40384615384615385,0.9979575369001001
11,22,0.46483275294303894,0.0,0.6538461538461539,0.9875307986770915
11,23,0.4178154766559601,0.0,0.40384615384615385,0.9489957378531456
11,24,0.4793663024902344,0.0,0.6923076923076923,0.9990284368586287
11,25,0.4694474935531616,0.0,0.6538461538461539,0.9950404954686802
11,26,0.41394349932670593,0.0,0.25,0.9654618702083176
11,28,0.540360152721405,0.0,0.8653846153846154,0.9926216097960641
11,29,0.44337785243988037,0.0,0.1923076923076923,0.976685760472313
11,30,0.5506460666656494,0.0,0.8846153846153846,0.9899070573458206
11,31,0.5310395359992981,0.0,0.6923076923076923,0.9974741631225131
11,32,0.488482266664505,0.0,0.40384615384615385,0.9854831635495316
11,35,0.28228452801704407,0.0,0.019230769230769273,0.8219873245089083
11,36,0.5583018660545349,0.0,0.8253968253968254,0.9968256259046783
11,37,0.41177743673324585,0.0,0.07692307692307687,0.9576001716618627
11,38,0.47536155581474304,0.0,0.3846153846153846,0.992937660529353
11,42,0.3269973397254944,0.0,0.05769230769230771,0.902163432467121
11,43,0.5052245259284973,0.0,0.5842696629213483,0.9563262156949627
11,44,0.25508981943130493,0.0,0.07692307692307687,0.8969054938391082
11,45,0.4017985165119171,0.0,0.07692307692307687,0.9341265506491168
11,47,0.3738955855369568,0.0,0.13461538461538458,0.9690383494481135
11,48,0.39320260286331177,0.0,0.05769230769230771,0.9391307751135797
11,49,0.35992857813835144,0.0,0.038461538461538436,0.9026779572738272
11,50,0.4824591875076294,0.0,0.32692307692307687,0.9867254996356148
11,51,0.5452244281768799,0.0,0.75,0.99784399706811
11,52,0.5163440108299255,0.0,0.9230769230769231,0.9792378891761897
11,53,0.5163440108299255,0.0,0.9230769230769231,0.9792378891761897
11,54,0.5949000716209412,0.0,0.2549019607843137,0.9262902215701773
11,56,0.4802882969379425,0.0,0.3846153846153846,0.9954249275436687
11,57,0.41547808051109314,0.0,0.11538461538461542,0.9483256987082084
11,58,0.41428235173225403,0.0,0.5384615384615384,0.9987257645218554
11,59,0.4666989743709564,0.0,0.40384615384615385,0.9977562484323744
11,61,0.4531390070915222,0.0,0.1923076923076923,0.9580915697004876
11,63,0.3684670627117157,0.0,0.21153846153846156,0.9860459381358517
11,65,0.46267077326774597,0.0,0.25,0.9914040467916386
11,67,0.5295282006263733,0.0,0.32692307692307687,0.9883943199359397
11,70,0.42564183473587036,0.0,0.05769230769230771,0.9268993144045726
11,71,0.4228658080101013,0.0,0.2692307692307693,0.9905157041023401
11,72,0.41146862506866455,0.0,0.32692307692307687,0.9431649159193767
11,73,0.4410005807876587,0.0,0.28846153846153844,0.980610548387468
11,74,0.591491162776947,0.0,0.6730769230769231,0.9919124708589262
11,75,0.5822062492370605,0.0,0.9807692307692307,0.9954070389891921
11,76,0.3179841637611389,0.0,0.038461538461538436,0.9184845824341085
11,77,0.37630894780158997,0.0,0.17307692307692313,0.9798905287646539
11,78,0.5704988241195679,0.0,0.8387096774193549,0.9850574847637082
11,79,0.5923669338226318,0.0,0.8,0.9755699881734957
11,80,0.5869842171669006,0.0,0.9285714285714286,0.9904624785978141
11,81,0.5483195185661316,0.0,0.6538461538461539,0.9883704074052194
11,82,0.5456230640411377,0.0,0.9038461538461539,0.9842517840926129
11,83,0.5517686605453491,0.0,0.7323943661971831,0.9726061956109177
11,84,0.530265748500824,0.0,0.4423076923076923,0.9970025354284937
11,85,0.5598455667495728,0.0,0.7307692307692308,0.9944656353862372
11,86,0.43751415610313416,0.0,0.05769230769230771,0.9353475891259484
11,87,0.5078191757202148,0.0,0.3846153846153846,0.9922441936428696
11,88,0.5027800798416138,0.0,0.23076923076923073,0.9770973328066435
11,89,0.4061906635761261,0.0,0.07692307692307687,0.9637564777530667
11,90,0.4405399560928345,0.0,0.11538461538461542,0.9605170712235336
11,92,0.4395803213119507,0.0,0.46153846153846156,0.9900540176033081
11,93,0.5183254480361938,0.0,0.7115384615384616,0.9975422988222982
11,94,0.5035610795021057,0.0,0.46153846153846156,0.9930184774671739
11,95,0.41453537344932556,0.0,0.1923076923076923,0.9567549477782648
11,96,0.49151623249053955,0.0,0.8076923076923077,0.9980542291833057
11,97,0.5062346458435059,0.0,0.2692307692307693,0.9838950698701117
